,O00264,P62314,P62273,P62136,P61978,P57735,P52272,P52209,P50395,P49321,P46781,O14980,P42766,P40429,P40121,P30626,P26640,P62277,P62424,P25685,P62805,Q9UKA9,Q9UHD8,Q9P2B2,Q9NZN3,Q9BUF5,Q96CW1,Q15393,Q13751,Q12797,Q10567,Q02543,Q01813,P84077,P63244,P62861,P26583,P46776,Q9Y490,O95782,P22307,P07195,P14927,P06733,P04844,P16403,P02786,P00966,P00558,P12830,O43681,O60610,P18621,Q9H4A4,Q9UQ35,Q9UKK9,P06744,P62750,O15260,Q9P258,P05783,P62879,O75083,Q15181,P83731,P04179,Q06830,P09211,Q6BDS2,Q16576,Q14697,Q09666,P08708,P30153,P15924,P18077,P17812,P42704,P31943,P43307,P31942,P16949,P30740,P49207,P35080,P15559,P14625,P28482,P53007,P27635,P35659,P09874,P11387,P22102,Q13547,P42330,Q13509,P04083,Q02750,Inhi_5,pert_id,trial names
66,-0.2745550631885065,0.16318045561567648,-0.010591480668955905,0.2659386869065452,0.06710164827068328,-0.21720355960775475,-0.24937414775372715,0.3577315961201381,0.06576185191555774,-0.3281709413709704,0.31086479068825595,-0.23430753111720884,0.12462447082187807,0.1303713945330347,0.3633835410708812,-0.12351807447011039,0.27714998737181656,0.11552516808632618,-0.04010381594396584,0.3231973441028745,0.06979039949665006,-0.1794857059161559,0.04061850619279649,-0.04550023992390915,-0.18825179302676262,0.16708919471942507,-0.17463932239348665,-0.03167504108860585,0.40282185379759167,-0.06558041693815876,-0.2834164521366028,-0.02452261190182529,-0.07640793051779875,0.5571824810267542,0.05179935374630853,-0.19894489089694423,-0.14716749648505778,0.09204204252611477,-0.04577924115465693,-0.026587152276291215,-0.2495585595776857,0.08390012470321662,-0.5977759638159783,0.3272402239100334,0.26481387520885286,-0.047512657163484316,0.11663418481430025,0.06952640784457442,0.09077925718418445,-0.003639483095409124,-0.6416431573400264,0.07247880783890653,-0.014986066934977551,0.12048568534631705,-0.12143489456179384,0.041571051268295155,-0.11930226478370241,0.12149353699916177,-0.2299007386016704,-0.24450427641251196,-0.09640983371278182,-0.021071620893500898,-0.1925271024741292,0.22192185589642452,0.1781744146107632,0.40644546226865413,0.2504805958712562,0.11499630735963352,-0.3077790626990582,-0.18665740516356752,-0.17108400993727382,-0.07825547270895823,0.4218382014073729,0.11284156905911337,-0.15475586777755598,0.1453707250936761,-0.02103083069102729,-0.19381221463244605,-0.00744044302466144,0.08954870470408242,0.014598606524497371,-0.05716854879310925,0.005158609158504486,-0.09158223655314839,-0.15685008673732817,-0.10294843766937418,-0.026054047078587717,-0.09437856265755618,-0.2137131593904493,0.06577930542922814,-0.10684453361697079,-0.31123435931279664,0.04555598408937894,0.32446720493785036,8.728380599694792e-05,0.3449345019809174,0.269262733344744,0.19897887686630614,0.3416287053343923,1.302756753,72,Indocyanine_72_24
69,-0.16275337275302854,0.20547250028993047,-0.03918246122268176,0.17565627478687965,0.04468360672495484,-0.13986314326401839,-0.036150733909667936,-0.04187434065819173,-0.09269764244672729,-0.024882697734450454,0.19980294605294946,-0.22497531989851516,0.09363069443094453,0.0004452158292723903,0.18294849006416816,0.12408807294432227,0.030314404031629178,0.0797005510854526,0.0736202335645651,0.19280407798137256,0.09016091445574205,0.1971334215959127,-0.09460752791617856,-0.4691141523546223,-0.059563420370126935,0.942990073444966,-0.0023837478636695025,0.04514856650055673,0.39881980607426787,-0.10641550971086218,-0.08419620160289353,-0.3414579066752062,0.07710613581297977,0.3157496219101073,-0.1773077408657492,-0.09608774776002409,-0.01834957997517687,0.18060736355812415,-0.09014748417607771,-0.0069082390373490085,-0.07217981978405101,0.07255783038039872,-0.12154323189966199,0.05404496987915936,0.311628943657922,0.02430763981121011,0.4138468097281818,-0.10963152520345036,-0.146526880595012,0.22264686054527402,-0.16390901462057858,-0.012855752218359459,-0.2575251081854861,-0.10023589106324877,-0.14098193760868752,-0.05902816402159219,-0.29498255315448735,0.19723128323379155,0.025996338364449326,0.03008810057100179,-0.048485303550560015,-0.3299237474968916,-0.2526872099048262,0.06457769588361216,0.04106803051731555,0.44679511760523444,0.10109802354637203,-0.0711497871332359,0.14438120451097847,-0.13646135163024906,-0.12613113740764428,0.014518680653880067,0.2591002094317552,0.058700769508130225,-0.29497368349198566,0.1215028371440466,-0.12972109586710792,-0.08524073181128346,-0.08114436972066667,0.3636673745903202,-0.10513946513077177,-1.137853017742018,-0.29587582531506446,-0.06559768054808846,-0.9480089771686124,-0.1165893253135798,0.023838498146766463,-0.0729560952842679,-0.630595464637309,-0.10927809187763382,0.032868228144047454,-0.11649846494272609,-0.31538322932567775,0.19225271194283644,-0.10848699617155948,-0.14256539004213,1.1128617036631383,-0.09033727237723184,0.39932530187935966,0.8398241206,31,Ixabepilone_31_24
72,-0.10527574488746427,0.10865540237900502,-0.09747900802544379,0.2115168096409208,0.029941139213881512,0.09291834044881882,-0.09552653116212954,0.362663375617178,0.06763202490494981,0.09351932384152477,0.3753985424688837,-0.06798624008096273,0.1873661986466493,0.27685483659102267,0.40650295006402654,0.23839200099577065,0.2408294659493213,0.22578155407403136,0.16410425880814483,0.08881428873238605,0.24314393388835912,0.11929492373404367,-0.020313712000342928,-0.09847782021521001,-0.12109133911596716,0.21919328579863084,0.09690528479905773,0.07284593492081375,0.06458413009850823,-0.11745603919852125,0.022024537400304856,0.084255518768444,0.10013775134352336,0.5577479049357962,0.02741891434362365,0.13827411339420584,0.03378623080894776,0.3505447243693507,0.08524618570603694,0.0738593526187404,-0.12419367244532263,-0.2624057630918643,-0.4515922635213112,0.18474533824082662,0.1357380413423466,0.08433654925426119,0.1056469327064578,0.14131884036158734,-0.007729863124586169,0.31793334673130186,0.06750960002707561,-0.02502721051810977,0.19164472157930104,0.09289277936145485,-0.01498907254739417,-0.11358105908037212,0.05054409876623602,-0.05551294624791036,-0.06945880940102887,-0.012553052608524046,-0.19872069342592494,-0.10226785392148917,0.03358887694634469,0.35928683377599774,0.34410169983724664,0.6205456618202243,0.24159377739122048,0.07331788041826114,-0.2729325555537849,0.05247662622458158,-0.10739987207446851,-0.03130968831218919,0.34320521027601697,0.06090546228440071,-0.13586795487355716,0.39583036495020285,0.012276293206757142,-0.052847329560452405,-0.018971070860631403,0.17845377025128398,-0.05981188196882483,0.21865583241947073,0.11949604577011348,0.23070706004787667,-0.12820424275106926,0.035550802177498876,-0.027945371356806428,-0.07114668404853088,0.05019026047707017,0.056276327328460406,0.06475914224363925,-0.1329982065909272,0.00339868221586045,0.3603440763087271,0.26259310818684367,0.06382204648784597,0.2816974237217365,0.12933953612700486,0.11828942542197995,1.688846641,12,Letrozole_12_24
75,-0.3439034182114189,0.25168361155316993,0.003954074300273623,0.29037681034425383,0.12574994324881758,-0.09309479288734762,-0.22305396319568183,0.349643935297611,0.08550050253130885,-0.18251122529097005,0.3390079025748805,-0.1231136120261147,0.26563497792203855,0.25747821606388066,0.45926954510941337,0.2968098308009017,0.04280522831861815,0.1568187783349985,0.054737280583760234,0.37884272679586317,0.01312933897701177,0.02800100400588609,-0.052304815702045815,-0.15207701097151025,0.039836482408386,0.08700812010377144,0.018425960002998436,-0.05172301890196913,0.30661910535223597,-0.1819591852204864,-0.08776860857364747,-0.2996659773154228,0.22930195914113027,0.5456671059139798,0.10342380744169728,-0.006851459113079865,0.0111672975796447,0.30398277429211995,0.014253311803711276,-0.05488977630546763,-0.1776354833521345,-0.03583001297800908,-0.505617557568172,0.29897920922410504,0.17557682435232566,-0.09755154847925325,0.2991346873713612,0.1447838490760266,-0.01819013156329207,0.024800852033433768,-0.12454811137644396,0.24478663838762257,-0.06817366579626254,0.15580764217637053,-0.13027881161696298,0.15879735636638562,0.06004612929620651,0.01667254152637618,-0.09679612586812225,0.0481042695270933,-0.08471973293981362,-0.2681731344138258,-0.008852468027261853,0.37722138719200093,0.18328961655353668,0.48588134849756676,0.25550507331275363,0.12275291576869644,-0.7747145014462568,-0.09026074033193089,-0.16513449088918952,0.005499970635237575,0.06895681994345115,-0.13069717065140116,-0.10771067036826414,0.28493344589979536,0.07066810601360256,-0.16245073370832228,0.08552092902104713,0.0840871620962159,-0.0014190902924543503,-0.05623650355445858,0.1878907815147978,0.12461420367397207,-0.012764245801581281,-0.15068944030573864,0.02063583321660397,-0.007728123711049084,-0.5038338548318325,0.23468870597207925,-0.09830811528131662,-0.24869168073088074,-0.15658494702948808,0.2867762992781886,0.2277771939074065,0.16796911612294818,0.24598306927431746,0.28566095665414165,0.5214405064413916,1.271161725,71,Medroxyprogesterone_71_24
78,-0.30688934707942545,0.1938128538803483,-0.2470089077961778,0.0008713924550271442,0.0062990942131999255,-0.0028909798934709055,-0.17010814022424817,0.16340281017974342,-0.06153408757413641,-0.16282691914118175,0.23952120680203057,0.0028806073531826757,0.19215874103976752,0.38303354899273545,0.23080383035896812,0.19161646088266449,0.2496662566488835,0.26117588613188025,0.07462130676201051,0.19189739887779647,0.044244139544907274,-0.03110424932244747,-0.001581226237368875,0.14132147052314056,0.10279445870219767,0.35616523644062265,-0.05207280942672349,-0.05800063581723019,0.1068142405567356,-0.3257719631800027,-0.038410800458053306,-0.2855508022606565,0.26445448926209675,0.1594237347198099,-0.1008787862286682,0.1919381099286138,-0.042212050464220725,0.09910735940206239,0.04695548990935213,0.05215578367728906,-0.14353500676830191,-0.08311470875800973,-0.44261060228119686,0.061736511877821205,0.16893629417982522,0.003341572577144278,-0.0170182790860644,0.03896377544588928,-0.10868002331670418,0.2441426737365545,-0.00860598551542778,-0.009793314620202623,-0.11954878951166721,0.17994254453834282,0.1367418443376775,0.024595678163203936,-0.08899294618252422,0.0711348537893547,-0.3349633377150641,0.04841079175789246,-0.2701735208818408,-0.060856762574114875,-0.09067164229596318,0.29201017733989887,0.1796146776737504,0.33419240160316477,0.05633719446794446,0.014216340183770396,0.12916680074429968,0.13949977523836163,-0.0718500794184788,0.024815833425003223,0.35136497037580555,0.1739961477943587,-0.05148607902093085,0.08333542106357435,-0.11998045115146143,-0.03684317221586769,-0.022758842910557724,0.15816541932680708,0.22857932916859713,0.0949313047990948,-0.16194712388655202,-0.09031320369262497,-0.031020333269373812,-0.029557040278061858,-0.04562878048639479,-0.03870653961431603,-0.3956050619003211,0.21103292574230648,0.043117991630604875,-0.21188754042057645,0.11848909031674114,0.559674686887934,0.05622143505869983,0.0008976515136973109,0.12966913651436243,0.033737394358289985,0.1999180567755728,0.8227728983999999,68,Melphalan_68_24
81,-0.14759963273816215,0.2465987921290375,-0.03371516380156159,0.06551063355316382,-0.014925285663114614,0.1153877228408447,-0.21345114237346088,0.2966526287748675,-0.02085883702279052,0.04773412299058347,0.4867929209306876,-0.052089371079877635,0.2928916489357894,0.43273388732170154,0.3364289510640635,0.29286234799962046,0.37363897929344625,0.31695764504024965,0.07082190827186298,0.24162188462542733,-0.14185982074406242,-0.0006358726326004954,-0.06743795166662689,0.08753658121343023,-0.09298042714553778,0.40032764506584656,0.07074082662893352,0.037758336047075854,0.23267391199501053,-0.30414822554782434,-0.1283557579741006,0.023523038897119878,0.23400348178200625,0.4735830812024502,-0.15628200771628453,0.19299942129872108,0.14473667176310842,0.11376281107394674,0.09430260094211851,0.17194342437815913,-0.06252932939308696,0.1274047608524341,-0.605111666133737,0.08048592152326746,0.39918693048334947,-0.387535407253089,0.18530373698463784,-0.08573068879594126,-0.16550046662406565,0.17818860022996508,0.0003007168514298775,0.03310589307185846,0.11917810888393889,0.16026023975508982,-0.0007962509646419503,-0.05074870186067037,-0.06719768652217555,0.18056409867717163,-0.1904397829318509,-0.038663150135175184,-0.3349769419866173,-0.10096235529013088,-0.08162976690585903,0.35397606909613727,0.14589656402639004,0.6378350588597806,0.10776070331203819,-0.2026509974264128,-0.3701579195049143,0.16966522152459299,-0.14623314100230472,0.012899238479145847,0.08855971766696562,0.21251741694524864,-0.18017507307215216,0.1084959193159124,0.0646579658166611,-0.03657473667046443,-0.09821939896341658,0.07058247876179063,0.1708094691578116,0.060862725050708784,-0.03629523385102935,0.056053148178624716,0.09659843229326807,0.07207376692220209,0.015436292905379144,0.1532950642500595,-0.22420871579137966,0.10509643073439856,-0.02979522597818567,0.01716995000583166,0.08989770387980378,0.43592798690747797,0.11754821832796121,-0.057896510489587154,0.280426772954066,0.0334018800704599,0.17152124178187844,0.8091802593,74,Methotrexate_74_24
84,-0.06200059406609718,-0.23613651331580482,-0.217027734236357,-0.48646660844740774,-0.3416090794761792,-0.3144387928674805,-0.49082361016712456,0.22282426519828272,-0.16828536735405975,-0.644717793113602,-0.1595241315942078,-0.47214069483809284,-1.2046580119884922,-0.2211992079618508,0.10375586260946043,-0.07753604874923939,-0.5456270804899142,-0.19791374782905005,-0.42612195287498084,0.13071647692947228,0.010018813938823605,-1.027468041493867,-0.47985295735353417,-0.24204224605588648,0.7709746930444996,0.3918495983256011,0.04778688459115047,-0.2506594234729158,0.22783647901693913,-0.34931081378724926,-0.0912293664153479,-0.7474177305952651,-0.1416707467310368,0.22439532921242616,-0.1435930151585709,-0.615366829941074,-0.8603384301391643,-0.0716635405204448,-0.16940893863435097,-0.3297729005359579,-0.4545408715367658,-0.25603717782011437,-1.4856289358555699,0.04886272634996831,0.012037636353989398,-0.13370100952364464,-0.5777559684947695,-0.31868727017832044,-0.06766775104379763,0.09473031775420707,-0.543592991378387,-0.3753201172761356,-0.7585475424742718,-0.5536105813983704,-0.7655665994851354,-1.1248044911893869,-0.0603992574465754,-0.5783421651051319,0.030575595154562152,-0.5368243158689971,-0.5045365150700031,-0.0046847970737780575,-0.4300711942145074,-0.4521821090169289,-0.5344574609540313,0.4461446167833475,0.22232820563308736,0.06792142850196206,-0.7658326749986404,-0.15253643916515958,-0.3278668389728989,-0.42520508888871067,-0.7068988939052763,-0.6627354534323162,-0.3482284090536052,-0.07722562067422359,-0.10721343561793883,-0.5378554407951395,-0.746470531362179,-0.1006585627841727,-0.4815856707103171,-0.41437850890841077,-0.25031087425696114,-0.07054340307729122,-1.3474289805276616,-0.06689567398025036,-0.03763736282043495,-0.17092909275987483,0.07359576665776302,-0.7250868420704102,-0.8501010942157782,-0.38304493458536637,-0.6693630942847326,-0.29741827155458356,-0.44303635875599223,0.4071874606643018,-0.10118381459661657,-0.113804112455698,0.7124849427929695,0.0148766666666667,11,Neratinib_11_24
87,-0.14732879022090534,0.29228979262909904,-0.011033405246620701,0.0384776159160719,0.06280870111771626,0.19833191618032084,-0.11013051537525209,0.3115551316055249,-0.0019518637602687426,-0.11981250441820968,0.154502335542706,-0.0283753469154929,0.34991495387026356,0.14301402255452383,0.3494780209110111,-0.04839140598846824,0.10160442100603367,0.15616384319411059,0.043276741435683615,0.05536053745567898,0.14638377277338108,0.07943712760714279,-0.07378575970251089,-0.10602496495584386,0.1261363521081477,0.04387907001929515,0.018944608840388996,-0.0606825952232097,-0.20054103092263506,0.06947578345099935,-0.07991873320823846,-0.17081239591675937,-0.08236560803390278,0.3443170115827092,0.11959445765567416,-0.00611573145327923,-0.2237408084289075,0.22210928742179117,0.09492033970476481,0.09698461266573612,-0.21771613516139535,-0.02360110220445068,-0.5576504044911266,0.1339156960544069,0.019134638415479435,-0.059648149444649134,0.19191032148395884,0.05155900430195756,-0.010927257891107317,0.17999481690408148,0.08962177334918704,0.19364398633738214,-0.17976784719473646,0.14771197541055922,0.05477459359250746,-0.07582022595571364,-0.0819117712921918,0.1573124958037421,-0.10450193356217878,0.002218471215219444,-0.16055676418479203,-0.025925534327220067,-0.07199387650474577,0.34186878143535404,0.2174716449021091,0.37880585458939636,0.1671795593748754,0.0973816728404918,0.0064932710065448524,0.07173193333218118,-0.154516290110568,-0.1586008280123393,0.26107744511577946,0.00938629811005573,-0.19644123190163268,0.47379623742061566,-0.07608531144173325,-0.1701647253005473,0.0052103289745837516,-0.17758070163169068,-0.08212892320923837,0.10986156683065022,-0.056654661798810534,-0.02523978637674432,-0.1554772013405785,0.019130366570087442,0.0015955492446970791,-0.12494472427754351,-0.19441665915689943,0.019195055791913152,0.06275026235345903,-0.029557386297253945,-0.28911893476660566,0.15398261391160284,0.26340753053261784,0.19148926072243902,0.27282565156912786,-0.09318044407496978,-0.1565394454877862,1.9550063370000001,13,Niraparib_13_24
90,-0.17835356396291702,0.3358500727892208,0.06535192170842855,0.06078340835511084,-0.0010357856466590802,0.03686277506024044,-0.13254161775019382,0.18083042969018773,0.04650979228640247,-0.15943762415944462,0.134985076966572,-0.14908816750458379,0.03620268894738107,0.2549167903497526,0.14733856162968476,-0.16306968241379924,0.10388015984115428,0.07157001022224495,0.0589765925422708,0.2771195921697034,0.11138512310228006,0.19537790815480763,-0.06063948405093853,-0.006983763073154336,-0.09719938739598044,0.24339628971164096,-0.1763903083953288,-0.014457787146359478,-0.04841824367171552,-0.06421890501396876,-0.07607491973264546,-0.086758120604624,0.05838263679139349,-0.09217318841340794,0.029306679095497095,0.1753875801878959,-0.184320196968341,-0.05729385593804076,0.03443786662769847,0.096538117920484,-0.06673598024115474,0.024735163542642408,-0.5635939887752842,0.02718621903716253,0.29364396619173677,-0.0017556298911798052,-0.005224412696246332,-0.009355569168774234,0.05178752487778913,-0.06723403523655204,0.059987030098323214,-0.12539368097290424,-0.18709699269993205,0.19363893700798296,-0.1598610768106627,0.0907500190034437,0.00594508409047619,0.03571075133825093,0.08523197496289531,0.05711078419658192,-0.11984574142663991,-0.17911478324493157,-0.030837526219961203,-0.24237715689013628,0.19510519082783248,-0.02642239009414347,0.12973262696136165,-0.0072477332929632085,-0.09816497239451367,0.06348667793686945,0.00019679191884431602,-0.11248972083409563,0.33894783676183754,-0.014046630061350035,6.055174462208749e-05,0.13456185274364477,0.014799474592737246,-0.08049441927975733,-0.07647243540029228,-0.2952914829634106,0.027374952767890124,0.07056231178656854,0.015473763729292739,0.09681411343215886,-0.15344458510668976,-0.017545694900414216,0.18545214365453908,-0.036176990374395084,-0.18959600535317908,0.27336635573861096,-0.1947553384715863,-0.11748012488565478,0.2826359690647313,0.3982788324255957,0.22281744085181768,0.05380205875272177,0.1285066846103519,0.07856008778118627,-0.1282813985608534,1.00126742712294,20,Olaparib_20_24
93,-0.09269296001272875,0.16452185194966454,-0.27395423601425345,0.019943666257040877,0.04618171322841821,-0.161214580906325,-0.16072035738157855,0.19928009751833145,0.04899617896575211,-0.1451239633910608,0.20388228627653468,-0.21171903864656572,-0.03586090925361202,0.04364973703524478,0.20798603748963632,0.000323642215526813,0.059186663591922005,0.12496328678241164,-0.07857424321271025,0.05254751835622806,0.243255031847028,-0.06508329806062957,-0.2324970954965647,-0.30924955315591546,-0.02357927056802273,0.24682647670849622,-0.0737465807327382,-0.04738732171619756,0.0603734234883998,-0.08329048156246668,-0.07920167620452395,-0.38223378481140907,-0.16350264527452943,0.299305227127098,-0.0015407934124351725,-0.27342208322728184,-0.1024354445452529,0.22725443578531682,-0.027386797459325502,-0.23773903916708483,-0.13821851185881168,-0.027959691869337704,-0.548330087804971,0.1523976881505956,0.19889687033491185,0.10053509032755625,0.02390054025809288,0.07936927052376326,-0.03596790369287023,-0.3690957974699513,-0.1362409331933543,-0.019681782693737396,0.06371034160960179,-0.044145874171375964,-0.2949084297114663,-0.12567391096007322,0.023807103567930487,0.18608864756335128,0.03255464295154271,-0.07272653086022893,-0.25492052505505003,-0.22785462688909708,-0.23538446208439545,0.012812987534233863,0.2884235650914969,0.5004376167811955,0.19061431500798795,0.03072971163256379,-0.09100400946396271,-0.0411052440893876,-0.10209919352448932,-0.11332055036827328,0.12518034638390999,-0.13840644990114218,-0.22242204701569823,0.35651561015968986,0.20901721047299957,-0.34055336120564966,-0.33509014997006803,-0.28738403990140665,-0.028188138336699003,-0.07795376754500571,0.03370896695218024,0.04803094773209249,-0.29551099457486063,0.07706535344553829,-0.07734930862557722,-0.24502514419481577,-0.24396102868361588,0.05499817664656841,-0.049643774154220964,-0.11420021740394797,-0.20792965107022274,0.16676538011562056,0.25721049409382357,0.08795103111889395,0.16085036612826872,0.022333753435222054,0.32552176127200366,0.9288107203,30,Pazopanib_30_24
96,-0.09987040367006127,-0.056551516467665874,-0.08605442827449429,0.053223092477400646,0.07902848630348039,0.1753539727374438,-0.18509329954849826,0.35886840858374786,0.06557068494734783,-0.1295428107945963,0.31420921064701673,-0.3087202548394772,0.013503545952179175,0.18025776870749363,0.42807137664426825,0.21454657966627444,0.27915928351725044,0.10522076578267915,0.09887361710588703,0.4218149734602081,-0.2305993611942285,-0.07157200263262613,-0.04525775848742546,-0.16726561663264838,-0.1212335823799826,0.14007311205031994,-0.05394836288554133,-0.06913387188226013,0.31470704254144727,-0.36068388973922344,-0.04027299316589184,-0.19622277727208934,0.35494588544025724,0.6673137553484295,-0.005710407294307653,-0.03498381965134956,-0.07940727097213303,0.3770756436379333,0.08234867342870429,0.020610731810448566,-0.09863527145383554,0.06681151320159072,-0.501902684659019,0.2656842621067157,0.2693839122566488,-0.5014033107654728,0.23373121864848756,0.09084757959583789,0.07802289432250296,0.0741743353342273,-0.06341820794513538,0.01490192889159389,-0.19491366119319395,0.2621212291376938,0.005396286382371916,0.1188295773085634,0.0628213787566808,0.019258254481386124,0.05265724123030884,-0.0629001503219229,-0.1668078569089777,-0.03647876154234448,-0.13196359139622818,0.37551872231258465,0.29269785655917063,0.44584591132225954,0.19530829917173276,0.1265140574504236,-0.7048164165475445,0.14991741510855516,-0.06776916866306953,-0.19590806830664595,0.18657562672098157,0.12761507878548922,-0.2597598196193373,0.3518876205805144,-0.06585015224405147,-0.03857882321650516,-0.0028994761905881453,-0.05553726511271261,-0.15311543931558577,0.20194417039834564,0.1539209975408611,0.07713048156272903,-0.44338156381044874,0.048813599220644155,0.053876992263250954,0.037621645464116484,0.053409611302335125,0.08726023818096197,-0.08777460762227857,-0.16233954247839721,-0.11023655553829474,0.4973158322728086,0.15481159877443804,0.03574269699942329,0.4268457956821862,0.19485538413248138,0.09508408870705108,0.7184117718999999,40,Pemetrexed_40_24
