,O00264,P62805,P62424,P62314,P62277,P62273,P61978,P57735,P52907,P52272,P52209,P50395,P46781,P46778,P46776,O14980,P42766,P40429,P35659,P62750,P62861,P30626,P62879,Q9UQ35,Q9UKK9,Q9UKA9,Q9UHD8,Q9P2B2,Q9NZN3,Q9NZM1,Q9H4A4,Q9BUF5,Q96CW1,Q14344,Q13751,Q12797,Q10567,Q01813,P84077,P63244,P35080,P43307,Q9Y490,O95782,P16403,P04179,P00966,P06733,P04844,P14927,P18077,P22307,P12830,P02786,P25685,O60610,P07195,O43681,O43324,O15260,O15144,P06744,P05783,P09651,P09211,Q06830,Q09666,P08708,P61254,P53007,P17096,Q13753,P18621,P28482,P31942,O75083,Q96AE4,P83731,P17812,Q15181,P16949,Q16576,Q13185,Q02543,O75874,Q9P258,Q14697,Q6BDS2,P27361,P11413,P53004,P42330,P09874,Q13509,P22102,Q02750,P04083,P11387,Q13547,Inhi_5,pert_id,trial names
33,-0.04104245437609106,-0.18688179964394258,-0.22025431981482002,0.6135486925019394,-0.27939748921837876,-0.23609749592817408,-0.04656983708893462,-0.18415726279234004,-0.3170902443082358,-0.2238694504910701,0.033367707530370085,-0.15032459979790422,-0.20565474678795315,-0.45676450397910956,0.015028127633884744,-0.29763772942375977,-0.15023159063041167,-0.044674095064411355,-0.02958178336435761,0.37254517454586916,-0.3348272104798388,-0.3141970739204975,-0.46622794257634664,-0.18815499918999534,-0.09210170543111947,-0.386577781703463,-0.661808153518426,-0.558618825162453,0.31771550930329484,-0.13299729416945236,-0.19418478135528536,0.43038288753628623,0.044725713904409374,-0.34590875721842923,0.7768540969661882,-0.03281727209847803,-0.49371186297885794,0.2898128125256658,0.44297621100286966,-0.3224221937677322,-0.5609288681984522,0.2649659258163197,-0.1601037516089328,-0.05147362827203489,-0.025423040312758615,0.27431601657272214,-0.11541591790649085,-0.08946034104976829,0.4804785082269217,0.5530537880261709,0.20320705647622428,-0.05401457554601167,0.5542646086907652,0.29292648812157723,0.2475265665239156,0.10294366854825054,0.4660981366834138,-1.3529133657620827,-0.1213861717048836,-0.000637897247324932,-0.17912063836682038,-0.47880314776587957,0.08831767430270882,-0.40205320251268795,-0.13696064906405012,0.09007086386320069,-0.4396833968169703,-0.02815765788502997,-0.19362056626648724,-0.5323687155649799,0.10545233626171895,0.7893185647508841,-0.3225338304728093,-0.3055962655198932,-0.7295596666875356,-0.5791760366607529,-0.30564648161701957,-0.5137420885878953,-0.41475084523129807,0.17591394302604615,-0.16520606006182273,-0.29048157907512084,0.21414110514220072,-0.6635361454229832,-0.18123491096906663,-0.06483697878608415,-0.1771174674325355,-0.3968072502100701,0.03459298570224377,-0.10738092908303165,-0.2595211621927447,0.14203807136535276,-0.3155717618163783,0.6369230637216664,0.11113129200862487,0.02744722322455348,0.10479465991315774,-0.6778755554686481,0.2966880465473537,0.6257204361,64,Cisplatin_64_24
36,-0.2513864937248545,0.2134620969633385,-0.06132963207749962,0.21136896262475688,-0.11390651814032797,-0.17527334587449786,-0.015781730186372838,-0.15096630129215513,-0.11123791906295566,-0.12728985908759352,0.29054462163791406,-0.2303191369629498,-0.0004457974658951443,-0.25737665142365773,0.029871293000005756,-0.48305437027348375,-0.030676469393425315,0.1302713692552074,-0.06917524591883238,0.06459404297225953,-0.17181072651460325,0.2245047438998016,-0.341522705592532,-0.16191898782318442,-0.2578783393685857,-0.40792800918707345,-0.3434299728418971,-0.2161489931309465,0.3020661879708626,-0.09197417093813827,0.11520944140209344,-0.1806511610587939,-0.016478651446316817,-0.21314788645995045,0.024862974701555556,-0.12917303471963085,-0.3746984107896026,-0.15877014752260724,0.3237330893944264,-0.2629796368388839,-0.6446441630424734,0.29968456431491264,-0.015082488069757245,0.042589265631739676,0.2567062422328918,0.7205090636591641,0.15888776464543228,0.0541382949099844,0.17030524830665017,0.10351874389728864,0.08069693923093241,-0.05850710740154277,-0.009526737997179957,-0.6195174147254854,0.20376809881513192,-0.12691676548688072,0.17019651000107405,0.153311070927464,-0.44283327483942286,-0.13745455891278027,-0.27074278731831286,-0.09019382693872931,-0.6051461225830553,0.0003974781998031853,0.02548426001176496,0.16917325049204443,-0.17132377161838808,-0.13936733095289758,-0.06890695045014959,-0.0435902414134741,-0.22820243502489798,-0.020183635108161926,-0.31160905678897627,0.037318759266384983,0.1423454432860318,-0.20954070140359674,-0.16373220507853703,0.05239627334612673,-0.4066651666016328,0.04836369640786951,-0.09393752810817287,-0.03065205696122249,0.051009640818453106,-0.725656209570133,0.34062603030823174,-0.10012237436459669,-0.20626301213060563,-0.18853993426538854,-0.18067113172351681,-0.1855492123369773,-0.0046129513053999776,0.36564881973673063,-0.11545183214965699,0.07385804876937206,-0.06499789049305338,-0.09631979871238909,-0.2364151297774825,-0.13559093207473658,-0.1692283191912002,1.197718631,17,Cobimetinib_17_24
39,-0.21832041310640338,-0.007543896129492837,0.04689989701049107,0.24869202602648235,0.16221608026958664,-0.06514058493352981,0.014347525095711411,-0.09575498331219641,-0.0934668008738192,-0.21254534873315786,0.2952571176645582,0.0382384351874577,0.3792127986604914,-0.05318228699990337,0.16847500771516635,0.011370763545887489,0.4925634532309658,0.29777350108586287,-0.10345926191028193,0.025289586216922125,-0.11167312500543891,0.18771012542575938,-0.13369585796184186,-0.12551327883873548,-0.08311243082390231,0.05546044657869395,0.020075129011446497,-0.15377967670442527,-0.04165167735985902,-0.02713787007941805,0.10470902353155842,0.13375767937815805,-0.21523966116005924,-0.5719787030130014,0.2393268570100365,-0.12176068229150061,-0.055001976579099755,0.15374541448575466,0.3952229599087871,0.11498962700530606,-0.14517339942241506,-0.12348680554747739,0.041668796107914095,-0.04207543148884232,-0.14688877731753716,0.5190440364387425,0.04757276675176939,0.24222933220032294,0.38825183720276835,-0.5662462457630834,0.3270833900798506,-0.11357457408175041,0.09215971211476921,0.13812451688111752,0.24391271132526512,0.08798757564283748,-0.07060125333466709,0.13860028178574016,-0.12215626531807793,-0.17027454923063576,-0.07490996043344318,-0.018087439157818023,-0.12261434988245178,-0.1658269690589553,0.041006904558374684,0.23591066482508394,-0.08929757850553323,0.1262735318417311,0.03858923102882158,-0.09958001156313723,-0.25666827752415244,0.20353026456795975,0.010580082395762544,0.027064366959194956,-0.024883103767900216,0.012423687041275111,-0.09563569253978277,0.026047511834803774,0.0829397706528924,0.3742390708281594,-0.050575614575995985,-0.014514553121583335,0.297549653591688,0.14011808574526657,0.1840355990843179,-0.05098137511182369,-0.06695078302236823,-0.11967821104380505,-0.08891872554544443,0.060711517582170804,0.24175199510755105,0.22155116461578298,-0.1778900727155512,0.07077814392913868,0.4931832114082433,0.23078824550004795,0.24443375400849043,-0.14701341552839972,0.20446422143685858,1.270120131,70,Cyclophosphamide_70_24
42,-0.09249904305467034,0.08365270974942646,0.1420009042836388,0.36946107281946644,0.20210107216276776,-0.1502122794386436,0.11645355193440983,0.03778693914554476,0.022129468138901414,-0.11389023594689905,0.2749654193829518,0.054921155825494034,0.34034470301060854,0.12049084935960859,0.2746233330868508,-0.15853502839404787,0.35942258896721885,0.3437581563543352,0.07729658933819163,0.10164708648076783,-0.0779747063669225,0.28420169211685625,-0.29496019439265614,-0.17154977988882877,-0.18067734198204166,0.0043720673298203545,0.10452499468261278,0.05483700570929148,-0.005585227217430651,0.12006914900090909,0.16328091236104514,0.09377674022136535,0.18049196500785145,-0.42777747983543585,0.07355550139389437,-0.20662519571564383,-0.1406574188434552,0.09591336759081037,0.40678239429969554,0.009207868866100638,-0.12514511756723146,-0.04013521943925269,0.05946215309223516,0.000802697724438727,0.10439461073189642,0.34723956341429224,0.0361600628670206,0.19415214577410725,0.3417110891558948,-0.423602024960039,0.18579744499078435,-0.19637438725611314,0.10883465809845304,0.12332177191410289,0.12262808325650433,0.014167690848786052,-0.04094535180802191,-0.17630584282062792,-0.13692791437232474,-0.11078676281298701,-0.19108958782149435,0.05660844916264742,-0.08062307766808678,-0.1506995281018131,0.07379761664710356,0.11945101646344636,-0.09389749412123966,0.20393542347820878,0.06057814386852997,-0.2905465433740733,-0.12686575981428774,0.22743687227145556,0.07414539879917413,0.10457401113601335,-0.020764583652114744,-0.021914475645754546,-0.08591717187314359,0.2687301652251678,0.11786532163988833,0.22805593885435713,-0.08628294593047564,0.009752086514269398,0.23229242730507135,-0.05142546856891191,0.12200994487433203,0.10824230097917349,-0.1949557087249594,-0.06930718661095026,-0.024449575061091394,0.04317681774902468,0.01715229151227382,0.22882272491418187,-0.09667194809540643,0.21103353282414306,0.4037488084912971,0.15883382587842895,0.24650668947929164,0.035280374011707256,0.2224760935790737,1.050977513,35,Decitabine_35_24
45,-0.621072530775387,0.21094827692718116,-0.2939542787095231,0.6103691317731911,-0.39399506588015143,-0.41936183706844565,-0.13658043718252397,-0.2369019438027573,-0.31963270138633504,-0.17239564686777095,-0.03456064624791332,-0.6803903302092504,-0.16090601540352928,-1.0929202103274478,-0.5495727820454871,-0.5934853504128178,-0.5036201684065983,-0.44296517223756915,-0.013974343354240797,0.3040778190371084,-0.7735388227113384,-0.24129854747636148,-0.9690304669917698,-0.49645718884579576,-0.38060569727691795,-0.22983996546532465,-0.923140087136429,-1.0947094282100311,0.3272550343216633,-0.08984005930506875,-0.11124966902254206,-0.07441256164577492,0.33625354530264573,-0.2663667159457229,0.881566425917444,-0.154143964235769,-0.5765463993945421,-0.1700596877106369,0.15345583154989464,-0.6312298478754638,-0.6993379058382995,0.06589581888892904,-0.16349088280025761,0.2724737798335608,0.35915305618831517,0.20010987975747363,-0.26947484124289117,-0.24559842596200407,0.3628581360284773,-0.2770538434967439,0.2942532890668094,-0.05503187913060463,1.0894266493237459,0.10969941283514359,0.6505711171503389,0.11177328482920255,0.8310191536577356,-0.5345514319511743,-0.2565478237462755,0.1313144799892912,-0.4392559282342922,-0.4445798372987879,-0.2272709488406188,-0.24812311278386945,-0.28119479866602093,0.022716249655669866,-0.25416481369656363,-0.19766834739257155,-0.08193665077669512,-0.9058807091684641,-0.11715402692280265,0.6186679920119631,0.002583605649160825,0.05793760514875587,-0.09046952580454545,-0.23711973255616448,-0.4418740587142059,-0.17804901740804524,-0.2091687970189558,-0.1382782574875758,-0.5276560144609705,-0.06505675967370735,0.08480873612158583,-0.6178485653450257,-0.09802984136266421,-0.17354755672858976,-0.24423828832596728,0.008173169203629371,-0.259904059318119,-0.4134439106900223,-0.41379795288128285,-0.24208845338029378,-0.08496248738378959,-0.19012378694908683,0.07056520614931507,-0.14016631402135898,0.013792313721811347,-0.3316120934329825,-0.0002799747296464705,0.647118558,7,Entrectinib_7_24
48,-0.24944707298021151,0.27748728205351464,-0.06517641869831219,0.07090514195659856,-0.17048739135014332,0.029949427224269205,-0.030174125039345353,0.07718954987189046,-0.05881168100665543,-0.14694873348645546,0.269731013021617,-0.029203713329189227,0.28092371968733315,0.004094777634255864,0.26557914946353556,-0.10917538664338906,0.08694917482913579,0.08434460480693774,-0.14911070835136198,-0.1420843809350866,0.04275986014184668,-0.19682966525250264,-0.2470295920217698,-0.22144466925843428,-0.07760730533476291,-0.2599009508027181,-0.3206538992481939,-0.09063142931876356,-0.17311983775833784,-0.032043743910675576,-0.2005471890879155,-0.0722759418180204,-0.2173082943278899,0.052446595337965994,-0.030810188149064943,-0.06496363758311487,-0.1154066845705621,-0.043114793884739856,0.45009470245338107,-0.039994717783447216,-0.2625991622996766,0.05411249594960279,-0.15063019133709502,-0.2076814450910849,0.13027064565896931,0.33678490144581263,0.043711346622783476,0.1318614169202385,-0.1099418439335736,-0.4224172180169505,0.4359288140689588,-0.17127500044419638,-0.14833543146741934,-0.14220101409923325,0.11186304628988504,-0.0761418231160196,-0.20893302890249701,-0.12129162823569793,-1.020773582221544,0.3523711024757765,-0.2649919469129896,-0.013444570904304834,-0.4148115085693042,-0.33654841253932277,0.09079488518560609,0.11852411019121238,-0.2091757225191714,0.3784424212620585,0.04275291144320705,-0.08535466492635886,-0.15794095259661148,0.1912539440915718,0.039641768658816294,-0.24196421479221333,0.025572129440783315,-0.3446688789141423,-0.16856730693903021,0.2507542164187915,-0.12334837139112277,0.29018891617722603,0.05301019216181114,0.013696140335358467,0.23625675761939277,-0.06745487503642643,0.10677401083886545,-0.14279369166516173,-0.2609206877362327,-0.14159374614185521,-0.10315751313516773,-0.18181472848971278,-0.1764101504432324,0.13038174054508825,-0.06495444744585177,0.13373719289285943,0.09763163616340138,-0.24915916700761362,-0.00421614436287127,0.028295328123984876,0.18991485597562754,1.573701843,27,Enzalutamide_27_24
51,-0.8345344905649912,-1.088132318901948,-0.2801053886391841,0.37759880247649213,-0.47866737180875557,-0.36170593129107875,-0.042080394052851314,-1.4493180909353907,-0.5909034744108149,-0.3652668301633701,-1.9269344542388445,-0.7493479651274196,-0.3443019120681542,-0.4795265782431649,-0.5405172999492244,-0.643231917497451,-0.13850013508003242,-0.32067777533651043,0.35569476412751244,-0.06798468321776437,-0.26177221916268445,-0.5659663487572819,-0.41394861956189805,-1.0261420411703974,-0.6933251652560828,-0.14535149571997347,-0.10467996649798943,-2.715302412578952,1.0171553897991528,-1.700293954726264,-0.9908491762753764,0.805034171790324,-0.40165959022560116,-0.40262814291290006,0.8025732030473425,-1.5826516591057154,-0.6880341166967929,-0.6471608317286714,-0.3353445879051672,-0.4531651102537133,-2.6027118133750258,0.6878569945361355,-2.158062865485139,-0.4017784551217177,-2.302286123836895,-0.8445224808068862,-1.2180627914249254,-1.0152059878740831,0.7623969801567789,-1.5491364037781072,-0.37910166364718517,-1.6650465926169877,-0.5072860967525403,1.168296549423968,0.3629725617237881,0.11104584063374184,3.8915921337581283,-0.18575387588101824,0.617565106010435,-0.3246825863314863,-0.6764764089900805,-0.2148941615962709,3.1170244965915366,0.20603171142848237,-3.460961721223162,-0.5392852315593828,0.5827476062253749,-0.37147246520182425,-0.44986792743204174,-1.3253036014081432,1.204062796176116,0.8686993119567685,-0.4338176630268072,-0.936754791561687,-0.026902656413094812,-0.4660931209860821,-0.597125538780875,-0.15926812530200568,-0.6358232598295601,-0.6233655669879918,-0.7168714391511841,-0.05895479633883363,-0.4946426760114775,-0.30808950254386885,-1.4910411558969294,-0.6839311193305575,0.5380665520560778,-1.2595247038356665,-1.0877198360747595,-1.0300674341756277,-1.6449567982185567,-4.196959989683399,-0.09402569017703363,-0.8569466065563887,0.9123572174423726,0.46834505730719145,-0.5202119654482967,0.38395157766992977,-0.5652696020974032,0.683333333333333,63,Epirubucin_63_24
54,-0.22079504576132936,0.08316840408559621,0.09656148876519033,-0.152674979015441,0.344204666185511,-0.17561754297478374,0.013084023294768357,0.014242399616617406,-0.09873467469056758,-0.1466034910308827,0.22836464927715242,-0.049200618600468225,0.3729641265438102,0.11120376821125956,-0.005173273672104119,-0.03970129344227876,0.1180046898530176,0.35385272094126646,0.0682953486172626,0.14690231090774453,0.025547018444994407,0.3352661356523045,-0.08137092913426376,0.044692036310806295,-0.004497588813040613,-0.028424307465104243,-0.11783338325927212,-0.03947273131084231,0.11982206516817893,0.10516785399700602,0.05629366189046042,0.3038672301808334,-0.16955320915283859,-0.2892243608500704,0.0434547431281481,-0.23317111223198658,0.08501176858298225,0.17533031723701675,0.34274682162039033,-0.1731625903350149,-0.32617601154921133,0.1353131926423035,0.11608575297280153,0.0065553585640804,0.05459710715527926,0.3712293090372351,-0.022611304452147457,0.044773942163207896,0.33333649580668706,-0.4735985131609422,0.1926876890874881,-0.16587950866034726,-0.029339348329878393,0.03692973511417271,0.13995319752345717,0.07125297022916803,-0.002522563724876118,0.1958368011425926,-0.08049130325030025,-0.16472007492223123,0.021935362800679602,-0.018250630253435752,-0.4138974885901862,-0.15099256354275095,-0.05796414478554543,0.05203324025523931,0.0863186221289874,0.27472049820192784,0.125362611176222,0.02726091774366542,0.19420667057577878,0.006066701675166319,0.10754882010250673,-0.024221444837265276,-0.055205348254111164,-0.10294975444045877,0.013129852131414729,0.2579301715711581,-0.10041755395624248,0.2453887805516669,-0.08342217787795649,0.02982751322683876,0.0715494585804204,-0.02493809389414176,0.08784870521165188,-0.017049154128860707,-0.19248767542987724,-0.07736658412390653,-0.006731325776963966,0.003853950311819158,-0.021536041421492066,0.01814189685781863,-0.10477041118713848,0.09115437496544376,0.2522651716535265,0.224045692771886,0.04695244322985092,0.009449160652198335,0.16422315266724688,1.055416144,66,Estradiol_66_24
57,-0.2588625644231949,-0.18709713386247048,-0.3513598494385933,0.3791724568103699,-0.16472545882392223,-0.5058092797649905,-0.04603787921074482,-0.2203072629617592,0.1526505504970915,-0.12647037211590453,0.2862261056337501,-0.07132806526963817,-0.058447160302885104,-0.5062586473980888,0.1430960143426248,-0.25522647980675855,-0.34425582232446156,-0.1766021699006618,0.051761585745936665,-0.3068442285566702,-0.31029544912833573,0.0032097740234303305,-0.18678621520517713,-0.09940358270650622,-0.1620896765751643,-0.019891831801219343,-0.10820973615560094,-0.27562044538667047,0.05339968464063071,0.005045012761703691,-0.043324030462168206,0.060090796835274206,0.012781457444042603,-0.33207429948195527,0.35652613541286815,-0.11516816618050202,-0.03258609335731542,0.10065937641650562,0.47697868796299553,-0.288550008919962,-0.39379266493059956,-0.2830725100629107,-0.07193972281305834,0.00629680586444313,-0.4587047794664327,0.5717907669733148,0.011529176314266587,0.20578183949400342,0.26560634154290397,-0.35460936984533503,-0.34512136171705393,-0.2640101049168946,-0.13365512630548348,0.04531816284181075,0.31456606166835427,-0.01176973071857889,0.03777372762982357,0.010331668226738847,-0.14730280650305985,0.09274881966725047,-0.11922477535656141,-0.008362317421235867,-0.3706241717404138,-0.34293243339654317,-0.005290201878575818,0.12979023103467788,-0.2308495156847136,-0.16320992876989038,-0.2678700544873233,-0.38697281281085244,-0.22809612901379986,-0.10774499254113123,-0.5376829603941736,-0.2678624394568038,-0.39651608242577274,-0.13217235967507446,-0.11758138659870399,-0.4320452819473212,-0.2414926016246419,0.2962062213169239,-0.33812422883085597,-0.21483802336616706,-0.14910507681853313,-0.40930746861824213,0.0051355961964339265,-0.015909549616438947,-0.22098210950130678,-0.5995626931700696,0.13823465157621753,-0.13164072191884943,0.06463870724126136,0.129935969614874,-0.18618928019718783,0.4528762835118241,0.30800426233129025,0.22813776818138484,0.10828073679135243,-0.32126995790285834,0.13841270277387063,1.062148462,69,Fluorouracil_69_24
60,-0.21285823353457603,0.16108621103172427,0.09756502334509688,0.4197464569882566,0.2140934577093603,0.05487580126807426,0.06511566409525184,-0.41365107314793814,0.00235689861691876,-0.17434359875091707,0.2759644709162146,0.00737698029458411,0.3114718989813639,0.034979434959896576,0.4831044755403375,-0.14859412604067126,0.4183685476139288,0.37085578054643625,-0.1532994799963018,0.12824916941876827,0.24727809303763215,0.15796418443196794,-0.34546417266200197,-0.14876316787917718,0.04822640932766802,0.009802945836985266,0.1250844845533972,-0.02363038413233073,-0.4917505770073802,0.07536161501664511,0.23322912815939112,0.11190658938511017,-0.36501693849485833,-0.15606645198895114,0.07019725551435804,-0.29710842040210905,0.018619306486157283,-0.0646027344222285,0.2824549265556977,-0.09807035589870439,-0.010358356066198027,-0.3270963559738808,0.15544440147960437,0.1667806701250412,0.12820573579519493,0.5177414376850961,-0.0546332969497297,0.08473397920278376,0.15171574703363003,-0.7771947327438898,0.4113853310365205,-0.08137258330713378,0.0662668732652021,-0.17771244079047474,0.1209332137729812,-0.05924290676073738,0.07751601771837995,-0.0363813766509142,0.24916443169780725,-0.8662746664810409,0.007527175993035391,-0.15518535443277726,-0.31675069190686345,-0.001958353892628333,0.01505643925906651,0.030410779170488136,0.07378057380657792,0.21621173738465674,0.03835997445304287,-0.19444971160595168,0.2487168024845472,0.19387550697027237,0.1052753624394089,0.020897817149357303,-0.032205759341713686,0.06582793724369619,-0.04103832086158885,0.28066562430274306,-0.17961850502262974,0.15716247781846024,0.056926402085203866,0.0031843255509752346,0.05121442816862815,-0.01946555069461911,0.03097299769347006,-0.007741804827420651,-0.2724820591304112,-0.009501486144127916,0.21212826837138343,-0.011999403232384276,0.199350937278831,0.015610836468856975,-0.19484516193929444,-0.03885866027909194,0.15159230596006637,0.2516260085125829,0.044128481421649685,0.19391043071218692,-0.03372202550033987,2.384628944,42,Fulvestrant_42_24
63,-0.02513288002441709,-0.2607149836583622,-0.0360381980185479,0.10815675895789079,0.028638788722817332,-0.32076866500906953,0.029125528735147153,-0.1809180575372158,-0.08207877710703414,-0.07811942333322498,0.3237519176674682,-0.0006978980592006259,0.30055943092703336,-0.05659507873352071,0.15776085361311695,-0.24091616213656816,-0.13172259407480122,0.27351267431553195,0.044521017212118284,-0.003895154828088916,-0.07918882187972316,-0.04788744375792824,-0.15273338834378092,-0.012754727182582581,-0.003774048184223555,0.03234771804199387,-0.01778757334962407,-0.05443504047937028,-0.011650126361203328,0.050399482587354584,0.15761121212882317,0.5245349574178677,0.1659662537316378,-0.14680240294924451,0.4028650310207191,-0.17335780862903497,-0.25583675557641006,0.17324371146644071,0.4567991698295173,0.06332114843354868,0.03846704331791654,-0.03187861074412392,0.12108926451594655,-0.010934754189103354,-0.5675842575666125,0.6010898640113661,-0.07632517536371758,0.23109643400536262,0.2837206565575628,-0.1309521963915284,0.04139957140983904,-0.13024373674358905,-0.00164408288818547,0.24328380925379525,0.45116397309689965,0.1993898046125735,-0.011282084102160991,-0.011535841961788806,-0.11705815652193607,-0.02916554737903525,-0.12548978301468441,0.07043854899119319,-0.20230982247206142,-0.4465453590698725,0.16887284073840045,0.1622638878496604,-0.20084919925209554,0.14814541189517647,-0.151877830782721,-0.4325437520874245,0.17672876649311822,0.1324910427316288,0.04893452534197288,-0.06351037687715992,0.021973459831047034,-0.018487238086248317,-0.0716108322361381,0.1294351244161495,0.019453611656396978,0.21854622078718655,0.31096031901125665,0.3850811214240706,0.13804078517568377,-0.21919305746278173,0.1521685150381986,-0.06610578138081989,-0.1051519924082721,-0.706782816327566,-0.01889771034832688,0.1547894819118296,0.11328428441358145,0.14109242753285955,-0.07238553606067204,0.4497813964616549,0.5766474775852303,0.43253517745245434,0.13910374697469466,-0.640463326996251,0.0909663581904741,0.8280740644,56,Gemcitabine_56_24
