,O00170,Q12797,Q07065,Q07020,Q05682,Q05519,Q01105,P98179,P84090,P62877,P62310,P62277,O00391,P60174,P56134,P55036,P54709,P52209,P48059,P43487,P30520,Q08752,Q13085,P29966,Q13347,Q9UHB6,Q9NZN3,Q9NS69,Q9NR12,Q9NPA8,Q9H444,Q9GZZ9,Q9BUN8,Q96BM9,Q96A72,Q92743,Q8NCA5,Q6PIU2,Q16643,Q15417,Q14108,Q13630,Q13442,Q13363,P30050,P61026,P28074,O60664,P09669,P06703,P15531,P20020,P20042,P08134,P02656,P20645,O75955,P04264,O43670,P28070,O43252,O14979,P25789,O15118,Q3SY69,Q09666,P11717,Q15057,Q15257,P06493,Q16270,P28072,Q9NR31,O94973,Q96S97,Q9NZ01,Q9BTT0,P06753,Q13557,O94855,Q13740,Q9BU23,P04439,Q14254,O00622,Q15428,Q15459,Q9BZZ5,Q14956,P08621,P62136,Q01995,P32322,P35625,P27816,P29317,P11388,Q02750,P68366,Inhi_5,pert_id,trial names
35,0.04359395392185215,0.44984558154748155,0.5380624028854205,-0.6249236058469676,-0.19225895004452123,-0.6423402237362593,-0.42000703345265994,-0.31356826350071726,-1.5557777592411413,-2.075859154848767,-0.6712910847514103,-0.44935437728759525,-0.6747965703201491,-0.25090571566744085,0.010653298343770679,-0.7361353733257777,0.3576072359145697,-0.06258444735569767,0.06967411709086695,-0.12837896720648173,-0.060508574296588215,0.18428045388591383,0.4452350736912674,0.288637995998677,-0.0314962974174234,-0.3191706558189868,0.22254660593312178,-0.46441799337481565,-0.10582128917060622,-0.9735349991379696,-0.17398150330149656,-0.31052077644287107,-0.004072568004522122,0.056702799662130716,-1.1185733343269897,0.7457295140317762,0.6774639025393148,0.4336372925236292,-0.17622151011274456,-0.46819752996799324,-0.022456422939363823,-0.11853415805894141,-0.6048889599963908,-0.21766006586612205,-0.5952461153706069,0.5659692671347932,-0.6154742146390288,-0.43656568789396455,0.1181122122506643,0.3611251358318264,-0.7119547925680861,0.29091930810760047,0.033341124097611884,0.2783615503804236,1.2468191183784683,0.5136467319125949,0.19529929604015853,1.4593667879417185,-1.0658352067056007,-0.3941531019103443,0.5659848769873567,-0.41584279200294816,-0.3124201107560277,-0.43582543207596425,0.017688937070451532,-0.6200454106966687,-0.43268290585458247,0.39045162211775813,-0.2616866517020017,0.21782901837756843,-0.14342114393157063,-0.3958655845084944,0.014010955002459599,-0.14527652566259477,0.5746665386180198,0.48306835588998975,-0.27900416117717275,-0.5985275799834037,-0.13607103489948105,-0.2494823568494373,0.5982989768270978,0.7000266274315523,-0.33953061603528734,0.1264340636490276,0.0054706571091920715,-0.550255240216877,-1.2071380615546856,-0.24321356018720372,0.37255433768358975,-0.25984229197980463,-0.26070360044877144,-0.13212938684234019,0.13502863124410805,-0.21018673825439485,-0.4676531572802354,0.5791521716282223,0.15437455179795864,0.01303840217504526,0.6037918465240687,0.9589257999999999,63,Epirubucin_63_24
38,0.03800193365351405,0.20697804097869618,0.12300983684428284,-2.722147899713523e-06,-0.29000488843548805,-0.42378911823262255,-0.18660066229238367,0.20256450118714076,-0.9945009907033683,-0.11813952724890604,0.19833220327048848,-0.0707923680830916,-0.7846106697023911,-0.057910338743286854,-0.3553241751080742,0.12462018784767785,0.21980985183103305,-0.07161138016892503,-0.2929998739983373,-0.3617261033874728,-0.06764766392181325,-0.04609664364120584,-0.5318770046781052,-0.47106185171272186,-0.06905987757019398,-0.4706938709835265,-0.1576364254917494,-0.47128802203913484,-0.26353343635779736,0.05544931890606234,0.002537550906078878,-0.36586562420981456,0.3562349747128463,-0.11503663034629659,-0.4158724323117801,-1.3502067927503123,0.326068220403563,-0.4649262763575979,-0.43921789243724274,-0.20960452496490942,-0.3444423660458873,-0.23387412305954522,-0.12971627150457674,-0.6475654767617595,-0.019751288611709616,0.3696396894866343,-0.06283211072001084,-0.14098534381906422,0.34081234523466336,0.07825366877756046,-0.5306410498435933,-0.2662678450221763,0.16987656862256595,-0.21642736928797665,-0.04866676667594694,-0.12386584495833804,0.5127585091630974,1.0936865881862368,-0.05227257892405144,-0.01687610196320592,-0.27000175558025186,0.019019124998630125,-0.0732306072144557,-0.4489385435293786,-0.08095224130047747,-0.18354073510676883,0.6668626257997414,-0.21763501011750372,-0.07664262984931035,0.16007305945802372,0.07128554678117478,0.25970386455123046,-0.12316083353885665,-0.08125496908957765,-0.08542423840424018,0.14184716569067288,-0.23780701855379158,-0.2417004393968417,-0.771503400262644,-0.35268134784255706,0.2316592456355994,0.29761508193508573,0.08367947043503703,-0.4587557866891861,-0.6269301155147217,-0.09639317819082871,-0.38426578471031014,0.03216933730195259,0.2554673999878471,-0.16283688611919706,-0.2111165333960863,-0.6520011538237747,-0.15219323382069655,-1.0076695823572879,-0.16071121598019192,-0.23605956342555445,0.06912017600820473,-0.33647632985144343,0.63245597672431,1.411891559,38,Erlotinib Hydrochloride_38_24
41,-0.0037878640811360234,0.3910191698540104,0.33361255683494107,-0.14312061026896264,-0.25344593933120657,-0.26271834268413663,-0.16565963641533318,0.09787698095922813,-0.9067675698752505,0.46258246321053687,0.3766632220685359,-0.2083998035733228,-0.8099149617263895,-0.003796527040824301,-0.1259794516451176,-0.09432912041097642,0.3732679541893155,0.056088214921362546,-0.27745022030202393,-0.18929328122981315,-0.2720699811284559,-0.1296607937866229,-0.06814474121524122,-0.055729351397931115,-0.21014031927923407,-0.552322988670454,-0.09134282883550315,-0.4550424597329079,-0.5347380596437885,0.15959658390852513,0.07218717928079338,-0.3071401102041151,-0.25542409750991685,0.3578601667294829,-0.17917710123403244,-0.0524692449524948,0.05296093542384645,0.07906761516009024,-0.4041892183275151,-0.286761885963858,-0.10840348437444898,-0.26385723485561813,-0.33403365252257355,0.10239577277544433,-0.04794578526143697,0.5089496372215118,-0.2073810304810357,0.05706781225354477,-0.3360168372117052,0.27599142812966687,-0.41220917153594727,0.21916764135836,-0.39493455592672905,-0.009811065268909644,0.5863864161118038,0.04529339136471957,0.30179496384592136,0.6974439584971907,-0.42955615389323415,-0.16620062714299336,-0.07036596997610067,-0.0008302558859608344,-0.3756120421803155,-0.028238157906126733,-0.017920880619477275,-0.21736605356917035,0.16112784658859128,-0.006484458428514454,0.023076775883466228,0.01596094943349896,0.3513743636793087,0.14764539332596385,-0.20137047204969596,-0.1458782134534896,0.3891119884772161,0.33632981701478,-0.2342759204460961,-0.13110081688086386,0.34938377429754097,-0.1494826822995183,0.551277761423446,0.5936652006972305,0.5063754580381756,-0.21556936886655273,0.11197405580271946,-0.09134350789338348,-0.18514698596501278,-0.11993044095171783,0.393516101617193,-0.159364815143455,-0.1099862377920593,-0.4892276354042331,-0.49793763439393685,-0.8355696854316014,-0.34684273707127056,0.2765724324949808,-0.35234277698338695,-0.3836402273961681,0.23919420277558778,1.043153049,41,Everolimus_41_24
44,0.0830275713551261,0.14594967894265407,0.11770871435067028,-0.16736253203485044,-0.27417395507511405,-0.09526359411630302,-0.2808003923096213,-0.023806051557336356,-0.6831962131912048,0.3127583233381733,-0.08119172058293793,-0.1881674891945182,0.36023518172090174,-0.12687083800946997,-0.3188000874450381,0.11945743927407843,0.5441842873275684,0.06641655496309097,-0.5752826663386421,-0.4298445715454719,-6.335729768121763e-05,-0.007651439054378063,-0.44749690336416603,-0.1612675224474531,-0.17724863556341294,-0.03645947774435549,-0.16129455413734026,-0.4504057071027428,-0.17044820639353567,-0.07500984438241227,-0.22677271923538098,-0.024139636322521755,0.023205835502536507,0.2631756463361264,-0.38476608545974855,-0.19495086013306218,0.25918144307868546,0.0957491089137712,-0.08245787119061707,-0.21086209490085558,-0.5187061374935854,-0.33265065290331486,-0.03483814745518632,0.18653471199976127,-0.013583962335417026,0.28398365325616554,-0.026519203535384884,-0.05752345660652075,0.13892532469429955,0.11375961311849625,-0.6367996242818937,-0.09900338357410866,-0.07127054181439989,-0.18824237427405546,0.33636122099393934,0.0842996180898982,0.09356543437632954,0.5382564882195059,0.01781225989784359,-0.1826122589569085,0.04686951237742639,-0.004722924187595882,-0.29442098322262616,-0.18279332837131834,0.038970905036102746,-0.16345013107546796,-0.7134254372153149,0.386158760409113,-0.4816247683013053,0.15545941464148053,0.47428375067749284,0.11769348342132065,-0.135121264163132,-0.5983948471496073,-0.012460761974942244,0.364139168670051,-0.07133892970906697,-0.4103737910211334,-0.11760994355935284,-0.20059448420319637,0.33212034248637456,0.28544751493522313,0.3355671096123037,-0.29411890841259886,-0.33533160051817984,0.11849143136222107,0.14231078364282126,-0.18615426888222855,0.21591092689170155,-0.2555463265043533,-0.2497821860797654,-0.7138164265706693,-0.04729491701854463,-0.7345864768878879,-0.20106984504252956,0.17055733970452214,0.20257601355001462,-0.2029742705559547,0.11270311129017478,1.202459724,42,Fulvestrant_42_24
47,0.41058153143190085,-0.04945288912247936,0.18348334909611172,-0.12827468276652662,-0.5629674374452405,0.29020510169042346,-0.11067509391770243,-0.08805763679451444,-0.9292069623977625,0.21015427329500835,0.1548134368817831,-0.035509001283689716,-0.9520267396286127,-0.05717428380736927,-0.09053509155690094,-0.07766192150744053,0.26326665575234887,0.030825392223547965,-0.8473464884933568,-0.5258735177269457,0.030541539072062113,0.20266106061987513,-0.051612390787406794,-0.23616778411682796,0.1432000888400141,-0.006022777699313724,0.14740924581718073,-0.3434520574412074,-0.18608976426931867,0.3181592984704444,-0.09725101648204783,0.08915508058915837,0.10719489444725071,0.050133702157635684,-0.21324301672852738,-0.5919914238303986,0.3088940650632541,0.05520145260169024,-0.10250191075277226,-0.3038465390487584,-0.38675665458825376,-0.07948596807793872,-0.23966895346848785,0.18627981166127938,0.07848154007518231,0.23211551511751724,-0.011540711510156426,-0.09546510553448383,0.15049327433810167,0.03800253941120326,-0.8475164727926073,0.28079553428310944,-0.3279888997335557,-0.19755565120966836,0.03410387409863328,-0.25652114130812215,-0.1293131318010477,0.9360466581264418,-0.0018291671123802967,0.08760341038576451,0.34464559653116034,-0.2499990818223842,-0.22921540287049835,-0.2834717888588717,-0.42423763673516235,-0.2521231349438025,-0.20055042559576175,0.009260043314540722,-0.42700217050546047,0.2682540397141428,-0.04929275363633815,0.11957358160181825,-0.19855799948050656,-0.09449401547343333,-0.11715361307752566,-0.06948946336281706,-0.29599851134347627,-0.4233750360949631,0.04892696181207312,-0.25821509991575436,0.07959943498834286,0.21532277752221765,0.24990073628858686,-0.6730859059352903,-0.4633581825286832,0.18452937558743768,-0.23469574171326724,0.15633990516717097,0.07905991906828867,0.06169969782886004,-0.0296792706566521,-0.7331845365889865,-0.20873136471031517,-1.0614270719365888,-0.27246902527258093,0.16707716060812153,0.7450814700204985,-0.0660601582925835,0.03520725082290008,1.312684729,57,Irinotecan hydrochloride_57_24
50,-0.2777378809503028,0.2853178533511299,0.2806653959409273,-0.3264242808113342,-0.21458088027274647,0.08652635462575244,-0.5775072896774339,0.021986062162713028,-0.5936824469407168,0.13517236802754054,0.08355518618095568,-0.2530851725507028,-0.8283972116635075,-0.3343187162632539,0.26835923260029787,0.10146151293382777,0.5750339628337081,-0.20004900652534027,-0.3968067274633161,-0.5165567160216814,0.02874091217435851,0.07078688110910099,0.2605047908148459,-0.1508479068046089,0.04804133282326936,-0.3766004690219711,-0.020822299136314032,-0.04119691034655112,-0.22028416404576748,-0.3164740004873257,-0.033587470967536025,0.266824742593869,0.14768363927620617,0.31264739176326856,-0.29228137572840807,0.30485814436861775,-0.29376596322296705,0.19414261004201325,-0.2313403378602105,-0.2576654817595075,-0.12223770089815851,-0.46789155999678966,-0.4259093649055588,-0.22779890656115062,0.017303185322833297,0.30997082965522854,-0.10421352977929137,-0.11404580687607431,0.3618388649417453,0.15308686277711678,-0.5617606496309878,0.1826187578458682,0.1530859765176967,-0.0505767148921329,1.109201127932888,-0.03469003667896087,0.34228615196185097,1.143142930959629,-0.28145428610759765,-0.22701295019868759,0.6266597213932718,-0.005532359318655118,-0.29449374520649774,0.01326690956135614,0.13214203936021654,-0.3077642226643425,0.2337574330340245,0.7667387617488407,-0.28108488038388957,0.14339643516047762,1.3140565737087433,-0.04292370292249025,0.01955508551634859,-0.07215176857971008,0.07387211299051782,0.29485434741676547,-0.644184566326221,-0.17445932497626593,0.2720250343244371,-0.20575339915646632,0.23554274632129138,0.3715047462552486,0.3541729866687556,-0.19582472774789964,-0.02811914771841506,-0.6568936085312237,-0.5222715847832329,-0.26623282839728407,0.36885766437883255,-0.19263653531092004,-0.2535979270125039,-0.2782047486475516,-0.023590906105626863,-0.37964407918376647,-0.09466112161147454,0.3407090628903559,1.0535435776615083,-0.3080060571167143,0.5665378499938005,0.701756471602223,31,Ixabepilone_31_24
53,0.17632408517065237,0.032101656149584885,0.09823300687608721,-0.13809332893526474,-0.2466783749531057,-0.10557307909104659,-0.2660930726844988,-0.08529057820459962,-0.6971784722397619,0.5282084120937159,0.11847464720046542,-0.15821409578524712,-1.4569853609316548,0.10893899031762232,-0.12230055558475206,0.14497224828806474,0.1742432902272664,0.031360739787414625,-0.7886791384803842,-0.36944395460395024,0.09568331629504669,0.19669346023732226,0.013464620391354978,-0.40540793563329686,0.016308634628947497,-0.16795369869845367,-0.10123708309250512,-0.604946373396008,-0.16730552840118582,0.08819663922441456,0.1341517498654888,0.4210529832417287,-0.485444024164265,-0.04712427417224067,-0.23028639965515066,-0.7373558578960938,0.06711451570165199,-0.025742467329308998,-0.5229698298357848,-0.12098529607001307,-0.40078892922453296,-0.17453805710749723,-0.314756499296108,-0.13505030561187747,0.13277240326471318,0.23852447121454756,-0.07078155285865871,-0.04603852464753989,0.13085318383561928,0.009818449619155623,-0.6539090267833223,-0.027520606018895482,-0.4112958354860065,-0.3199112659942655,-0.12840602987235453,0.006196414489827347,-0.030832554801938427,0.014207286129287372,-0.3501296244301812,0.22781664718852535,0.23350060573190703,-0.043897971059195684,-0.24410813269315024,-0.6786489712230434,-0.655117477164712,-0.22029462009597042,-0.0906735933875566,-0.6468204055927399,-0.27127053911174853,0.2330894848292068,-0.16144445143740857,-0.07052310559848081,-0.13185495842895076,-0.40262518310742695,-0.33723356645910624,-0.12460749883791351,-0.06367468244943982,-0.5239955828910413,-0.03009851989453204,-0.09356770779680157,0.14122768380306575,-0.3002941656282075,-0.02759874120105203,-0.2989032081989118,-0.6857640515617396,0.01369492241678874,-0.39076447773835343,0.09485359463594355,0.08904221436727178,-0.30574753010739153,-0.171085606553235,-0.5737086900097936,-0.07941911093419989,-1.1963321225958072,-0.08565901106205076,0.19502602997029803,0.09755766497703477,-0.05341743344945785,0.16782281974194377,1.548598275,32,Lapatinib Ditosylate Hydrate_32_24
56,-0.011401039217986728,-0.04820114449484794,0.018227126663702676,-0.11146551308690206,-0.058957282783826025,0.1764499186917691,-0.05822090306698562,0.2922288322808047,-0.20747965346397393,0.753874348451665,0.28786408318913353,-0.005704605144549966,-1.4152937114191655,-0.10417510128548117,-0.041094708665581105,0.31939041904653837,0.17431350022850314,0.10296373973308,-1.1097486644245624,-0.13669603937011474,0.026816877702078728,-0.23566188474921734,0.3115882400792802,0.6221426145857579,0.21174886289416203,-0.05601292153330343,-0.12172954335509552,-0.20057904686796543,0.03452038017627364,0.2966572976034189,0.18700374514145146,0.263156319835962,-0.21815530186301188,0.14201940084006978,-0.11344959816183565,-0.00024203777698877937,0.44758005496202896,0.10751475540218354,0.11021025258352772,-0.06943987196855857,-0.23818860301336928,0.1014394390719246,-0.1589067163681793,0.012030568848466918,0.07272446487843899,0.13390653301784694,0.053489834156573914,0.053996223650759935,0.12378376956349792,-0.10589462735031373,-0.2014347627159949,-0.24706022476317455,-0.18468211975300894,-0.25599946505295224,0.1970546373800969,-0.0928313480205913,0.07926200396839274,0.7292187019861132,0.12445517813434948,0.07703716653773672,-0.019798007555203796,0.0534722257573371,0.063473026297577,-0.17083105952808497,-0.16925707844719676,0.03954529948396827,-0.0012015722200248713,-0.13406168110869918,0.16511503829762253,0.24177771737238052,0.2859069916674637,0.08624692061826328,-0.18816837647078222,0.026834747864010324,-0.44156661756813703,0.07086442939525672,0.0031579203809032758,-0.06621531025146069,-0.08218253002058552,-0.13195974241409594,0.13565977933204165,0.021431483043807247,-0.04855116005609152,-0.5779328821855425,-0.5093418578634431,-0.0640595082293246,-0.0658283641488492,0.09461039652738852,0.06711820966720629,-0.19969000067364587,0.012021461915848047,-0.1767369753769673,-0.034193091276801736,-1.1038684238975485,0.15403378387178232,0.19127021034246092,0.08401830902254596,-0.15733858848061058,-0.027732644743634505,1.60463045414069,12,Letrozole_12_24
59,0.3230734161542898,0.23638007844560613,0.22716192242043487,-0.0691095031062642,-0.3474647694969046,0.33254462335470536,-0.18364710541934268,-0.16869248326599703,-0.8804796398570874,0.6287952601348102,-0.05082618497455386,-0.02910965669801782,-0.7737132195637281,-0.05809711502029955,-0.16106529338550982,-0.007172763659598939,0.41837733843966757,-0.08386374765427111,-0.41744948531873827,-0.22126030786679393,0.24241607583863342,0.12055988426307514,0.16622302181777973,-0.2747835674275984,0.08894835552158996,-0.14603116270934824,-0.025403692532428874,-0.6241024019879592,-0.3118950583836868,-0.22283071215812375,-0.020747911296117305,0.25032734609261514,0.16937458184836793,0.041916242818975345,-0.2639306236338801,-0.6523509865384685,0.18448593844286432,0.23792871972569316,-0.20064931442704947,-0.1830332026868544,-0.42758418429257244,-0.21977153645654499,-0.08601851508242297,-0.11749656849726257,0.047688146222481326,0.42199358968703643,-0.01368109109749475,-0.04234284203315189,0.3306610583048206,-0.054515088380914144,-0.6623838351233532,0.03918378405010429,-0.043080817046259,-0.15617475121614513,0.3289140175556711,0.2322170243605645,0.06783480458584135,0.42507464804417977,-0.7149692874655617,-0.0783233296242336,0.1395791998711487,-0.03485873672904651,-0.23014872783715704,-0.06348438027466541,0.13836567975116365,-0.19128324608370428,0.2139090159591601,-0.00510120898955876,-0.5777917856606031,0.07668154724415312,-0.46892660556690396,-0.1296801608628461,-0.07659286328935515,-0.11919759487568443,-0.14203987624566242,0.27009241710389853,-0.020713935711225807,-0.27154790597983997,-0.06768415710072062,-0.05153653220781504,0.2667486130142867,0.3883368829961172,0.10685232470099797,-0.16660478399424558,-0.4431396621693135,0.05061414375458297,-0.2561831193740539,0.10172583959917386,0.18617412088045834,-0.26188906201287987,-0.07914122282266983,-0.8585663561725364,0.17609339409444316,-0.7561162439063086,-0.22257714747392487,0.31708286583499207,0.20415920782871666,-0.026474382759966043,-0.29455755223127394,1.0905835670000001,68,Melphalan_68_24
62,0.1295405567254059,0.28305867517914507,0.4974387721637586,-0.26891176307972736,-0.44945707917603456,-0.23006369313696032,-0.27680165260888384,0.03808092085321898,-0.8565179391945511,0.13757828933614544,0.19056470950024296,-0.28806900697931076,-0.1567130925247483,0.028590956748450913,0.19400184381872246,-0.01738766867404506,0.3714722761156379,-0.1685167043358642,0.25924143568635255,-0.5733165856360379,-0.687050890707868,-0.05342639995444957,0.17398427209209652,-0.6809521996744,-0.01094046424662958,0.017237508728172934,-0.00045116552139593213,-0.0029612147381611297,-0.23085824160603566,-0.029031797941706333,-0.037937117261525787,0.2033282460465484,-0.04909747117376037,-0.08385120900175402,-0.20359492939174476,-0.0275136242898411,0.3226631330987283,0.31585924740230187,-0.2332658309305858,-0.5375418936286899,-0.08414673578132052,-0.44072482282743436,0.05135141732205478,0.1194898254370969,-0.16449498138545118,0.19705637315460686,-0.037077847984547774,-0.23429114505654336,0.7080583160379484,-0.0319966743868266,-0.6804366744594894,0.2922407179012771,-0.07893511472963984,-0.024748206432269826,1.2517436395536483,0.42761540806957116,0.3615202703517803,1.3516780794452667,-0.3264004834617589,-0.019384289880268347,0.10073213940248917,-0.021956804126593833,-0.23213106904566636,-0.009333762057144349,0.15199934808914534,-0.2659521703958876,0.1397505130805439,0.5070247333513076,-0.26692834436574553,0.09600812413349409,0.6852340326910942,0.036233280955920176,-0.18644187063486597,0.10196760615046435,0.04478797844014507,0.5081584269439815,-1.4560962336978913,-0.6544980490776684,0.09984068745843248,-0.05007116969953509,0.24079879857318406,0.41358156699237086,0.3157776628750019,-0.22966640938404792,0.08693932612804887,-0.04010932474070685,-0.10926120112697642,0.026414663293125418,0.0013812055566354633,-0.030662721704903834,-0.09662347984038964,-0.18970347981081412,0.3950974462333399,-0.8070105409216248,-0.18361143777755315,0.2902449230934741,0.3807160320671817,0.2626084308618498,-0.03269023522291803,0.6693603019,74,Methotrexate_74_24
65,0.01733070985333571,0.2242167054734933,0.2008447006004467,-0.45631264446972125,-0.12503420325881573,0.25603928625939587,-0.39301463380779694,-0.13334285956556932,-0.5999400292552416,-0.7352438417784687,-0.006867737993521836,-0.3777034231855241,-1.2851043599403165,-0.23362510988977095,-0.40604820836466243,-0.6478561869927516,0.18233745693921644,-0.07985198018510721,-0.877469686078518,-0.31511698334069044,-0.7333210952375212,0.20190169938796915,0.3149581570818751,0.09262503904192239,-0.02272379673301514,-0.3447323861323297,-0.02342198230966395,-0.28116094173501127,-0.25466122236463506,-0.5106891794738145,-0.16419946165096913,-0.2388292563858669,0.0054205445945787745,0.11357274921703246,-0.26373076221797737,0.21379151037919641,-0.07721526744464018,-0.5440645733390862,-0.26049530520569786,-0.11664891018463287,-0.1841745989160822,-0.7407465098718479,-0.5083778345478329,-0.6074638133819051,-0.2163628942986681,0.12463776948978068,-0.4816786808333668,-0.16258630045377823,0.43557439927496616,0.3641971147339666,-0.4774225048612326,-0.16161592790328475,-0.019192241368403546,-0.23068269900875213,1.3994713311675746,0.3723641718295098,0.062017441806571726,0.9267591797710352,-0.5126579520868328,-0.1706688744669322,0.48813363975501917,0.09393900063022388,-0.4017734761964755,0.21946240767978875,0.015636243990668357,-0.11138882957349912,0.12884238395528355,0.903785108268142,-0.14294784392515422,-0.6933602234163065,0.42856926941091916,-0.17381283709966466,-0.1447659365302061,-0.32702281273846634,0.3701323908592606,0.07253005526144847,-0.5526569517019541,-0.06819599571849876,-0.09064344096780586,-0.6909412033316769,0.22100312527362956,0.6815043975213392,0.3620404540227065,-0.19728271918390244,-0.17565806448578283,-0.19872961964174798,-0.008956585328336333,-0.4022035689882346,0.2417521339925901,-0.6826308769513977,-0.36446538216581503,-0.15929590448136335,0.7370792417154801,-0.5855031011761633,-0.06295776805865484,-0.04313111861573047,-0.3420335456335814,-0.19310819529152848,0.5670103474051869,0.989146164978292,11,Neratinib_11_24
68,0.08911055321898968,0.13094707700855188,0.11930239872011829,-0.1627761369244389,-0.04586350583079429,0.0956179749191638,-0.19479401641922076,0.16895847686042162,-0.4412289198886428,0.6225394790088571,0.17191371125824392,-0.22300040193281745,-1.4124271063269074,-0.05395357907319425,-0.029199697044630452,-0.22622462792068873,0.09132378303404347,0.12289501839193397,-0.254566199429645,-0.1899984475141695,0.1422998356349142,-0.14695852301892273,0.37841891281329243,0.28476320697137547,-0.08843931217240857,-0.15747397494066356,-0.15345722974287324,-0.11834657446642322,-0.10348444729342225,-0.28688632349025345,0.1547244227294373,0.41679327127751503,0.10595212538995713,-0.2529833644581099,0.0799617522117984,-0.7874269461393274,0.3528891833840679,-0.17317612674692626,-0.008480630014915164,-0.12101277679541546,-0.048864649602722736,0.019346609128156445,-0.17705445893707672,0.14080941493374635,0.004273287082402326,0.11992600517988683,-0.1758642559914316,-0.04549082984206166,0.3450377986215669,0.031453186027751316,-0.6162204546113766,-0.04801251890867603,-0.2741489991795982,-0.1920040385876165,0.5614029713370153,0.03757729222282041,0.2640217519307994,-0.4952043265060524,-0.00582167156930127,-0.18893375941767218,0.19504496590428766,0.29063136613211454,-0.12396383533387756,-0.23781840440984506,-0.012926590589439143,-0.27512307991688495,-0.6991330114204496,0.26516003642099345,-0.00832090149261644,0.03446342451845606,2.0548370187321336,-0.040856022228169996,-0.1278622484854125,-0.3491028283550577,-0.5315872507716367,0.2593278224889177,0.17602422196241643,-0.0506538420521054,-0.09586187884464374,0.28558365781386374,0.21430649241084457,0.4191770025779497,0.29241794722137743,-0.36529661932731977,-0.5281188224291965,-0.1113873503318868,-0.2010220981767574,0.14073733470112257,0.11076207850493648,-0.24304786833778066,-0.2455513115307791,-0.18492260850147144,-0.02945026898712,-1.187027988448219,-0.14373499711741758,-0.05591028890048751,0.5661602751694431,-0.3282576493383866,-0.2384919253721635,1.51424755120214,13,Niraparib_13_24
71,0.2799891098005675,0.09734169542106662,0.13532280242733877,-0.06647682136031872,0.059565856313790466,0.27616280382240244,-0.11117683648335641,0.31037657859854795,-0.5214684819311487,0.7015823408355882,0.4410050070354152,-0.11977217470057085,-1.733957068991202,0.06365676426227342,-0.24512790676592636,0.30610507897366734,0.2713890970400457,-0.17437267314161128,-0.29228726963990065,-0.43193760573233037,0.10351968054248391,-0.17762868492095094,0.001958233059656205,0.06179829085935292,0.17917023949543878,0.12023667401664195,-0.21820484347005017,-0.44450855522443095,-0.07552361330698965,0.2965899824284309,0.15591670905683927,0.2267965721428092,-0.4448254290590805,-0.23830568768269966,-0.3286741827392498,-0.29915765708024233,0.1868425293921262,-0.11754222538486292,-0.2754927528045044,-0.17236194211637557,-0.4541635159297969,-0.055181203473516904,-0.09631821418930829,0.0676726364787414,-0.11836923372917879,0.3853883098498872,-0.022518804335248777,0.04773392377358642,0.06220219138729414,-0.3018699154063683,-0.6849962531556312,-0.44567957089112614,-0.4701042702353508,-0.1491813686162731,-0.5069877423199196,0.10189468533759717,0.12493313375142164,-0.7434844713964853,-0.22604075142069957,0.027959019536608704,0.049192312488156364,0.010925908875159185,-0.031456801745530956,-0.3845486861876422,-0.0782655945038373,-0.08468552644499794,0.35502244521047394,-0.2400560533714934,-0.16792964243069053,0.259575297600851,0.05601446402146174,0.010197489435387952,-0.14621303761580637,0.17650833006445546,-0.20474436655890335,0.20366517467374215,-0.27247653020358253,-0.19929409022635372,-0.30098347390320773,0.1022907824395713,0.08958845669487099,0.3822174342020508,-0.17229912049304866,-0.4152188854141315,-0.6058209705617232,-0.14604922424758363,-0.08827747789274609,0.16044382056702183,0.2582291616869212,-0.3121072857645026,-0.06808597982266158,-0.24208624887662786,0.15366537949130152,-1.3737835642112006,-0.026002663700206912,-0.014414554092704058,0.7813654008227964,-0.1837674470586735,0.27006290234222663,1.3437219999999999,20,Olaparib_20_24
