O94759,P61024,P09622,Q02880,Q5QJE6,Q99707,P11388,Q14457,Q8NI08,P49585,P25440,Q99720,Q8IVH4,P00918,O75348,Q9NS86,Q93050,P21281,O14939,Q9UI12,P49354,P10636,Q14978,Q13472,P00846,P27816,Q9Y4U1,P38606,P11137,Q16864,Q9Y5K8,Q9UBK8,P04818,P19793,O60885,P04040,P36543,P11387,O00764,P22033,Q9GZU1,Q15904,P21397,P61421,Q16850,O95985,Q15119,P27338,Q02218,Q15118,P26358,Q9H4B7,P52209,P53609,P51649,P21283,P49366,Q13488,Q8TD43,P36957,O00264,Cell_viability%_(cck8Drug-blk)/(control-blk)*100
0.008174317272591795,-0.013929996501426695,0.006141628988000823,-0.005591348530110448,0.0017431059391318949,-0.0023813286635554287,-0.0029458794953157548,0.004155805120823173,-0.00658809548361343,-0.0021930552693148414,-0.012030630563297031,-0.004122086310572082,-0.011180003769919235,0.0012399029616184357,-0.0038126584874024552,0.011750508542593565,0.005349160944268242,0.0002494819758228976,-0.019362294783277143,0.0038959023297196783,-0.010789875573121008,-0.020844412445995737,0.00010246979097218167,0.017661762344121666,-0.008473907648432111,0.0028189133503955387,-0.00014331445442006285,-0.0016340335685852813,0.01741078190636467,-0.021652750525926738,-0.0174964040461816,-0.0026636828776059936,-0.007302863479414819,0.006733280554137324,-0.006542584921101844,-0.0046000886705526815,-0.009877313481209604,-0.003100622645648456,0.001339299738390702,-0.0007456933222485283,0.01773457603778535,-0.005006225200452014,0.004203009796178465,0.00016379688554331797,0.0014037386518097532,-0.02610360891755946,0.013275750776021032,-0.005441364905374415,-0.00015942647766104134,0.0032924270161533062,0.0023415159151804208,0.004271185978629806,-0.002411600435042991,0.021349658642430762,0.004332627299276196,-0.004759478468526778,0.0029771676934416654,0.01423531375627216,-1.1243255077567958e-05,-0.0018434832872946851,-0.002097229019970451,0.001789772109686634
0.0003310589600491781,-0.004984775660362426,0.0035211295055781948,-0.009128909296221984,0.0005935684469122427,-0.0007722486457048064,-0.007106259265749811,0.0010269264466570595,-0.003919640576564616,0.0021561615277041787,-0.0014602301837228701,-0.004253119505589891,-0.012298948937724454,-0.012974750119811347,-0.0011151801639595262,0.02115421443009092,-0.0012319399777042086,-0.0010235434635067523,-0.03070567022839323,0.0024984796256109485,0.0076064778897104715,-0.0036310592137298236,-0.006192596391713225,0.01115643201637419,-0.0039101448144957035,-0.0011475634380624519,0.004628451303375214,0.0008882602739925577,-0.0064443392137956135,-0.015034475977772528,-0.010234611189241247,-0.01064870658947574,0.0031942588897464104,0.0005463817581972563,-0.0011177054822261595,-0.000674647620122241,-0.011735057458626122,-0.010153368610843412,0.0009885704539498769,0.004200626265375282,-0.021016647374964916,-0.004803449395935664,0.007409775957789778,0.002967988566286694,-0.001177596573228624,-0.01231304228963819,0.010561659320903758,-9.750082865496574e-09,0.0028255158940758596,0.003370529951936663,-0.00676003758459645,-0.006789147009913835,0.002078826436581618,0.01713390401584157,0.0018527321995832056,0.0013896823826309095,-0.0014851759308191009,-0.0021540154512809627,-0.008399843125996002,0.0012592204594743628,0.00153047634378405,0.05511982438781686
-0.020468467801982068,-0.012264965679367301,0.0036933077737027393,-0.005322183807297345,-0.0017714549789290485,-6.014430218493767e-09,-0.00559735797865537,0.0009156616312963005,-0.00993720743280933,-0.0011734153873232947,-0.013012248341178902,-0.002349781996602997,-0.0032016181531433355,-0.009195984740236512,-0.0009259809965054702,0.017940290188871357,-0.0017404803759360728,0.0014614120809739572,-0.015553697250063902,-0.004226729839314042,-0.004086174012508094,-0.021356945308695682,-0.00262587394091864,0.007069648301108728,-0.010096182983128829,0.0009764442955828235,0.0054921647016799805,-0.0021210688903870625,0.011872797845732818,-0.01700050024967551,-0.013035399345452552,-0.008492063074530803,-0.009660874944357932,0.013815599847310074,-0.00700574528917374,-0.0013205260274514687,-0.019237439218747928,-0.006648330539648513,0.004847668623770993,-0.0007456933222485283,-0.04525542455985635,-0.0012120515749416561,0.004720120552457179,0.0014629636563668485,0.0010364095500984668,-0.008909918860634313,0.0130753996037094,-0.006371838811913315,-0.0003842868478635489,-0.0011778269561992668,0.0006261533296835924,-0.01198028310814918,-0.001082371786458783,0.012430878337438838,0.008408136026964195,-0.004759478468526778,0.0042534945829643825,0.006264964855984802,-0.005542644002021756,-0.001326932161778058,-0.0002889188295635482,0.07063625423469762
0.009978388119210304,-0.009753134257726004,0.0031731399406382645,-0.007050700776043291,0.0010922264203622903,0.0017254935948262115,-0.005268337552862972,0.00405410977692844,-0.0019879799916392134,0.0010774172965362838,-0.008836800408877172,-0.005461062312466078,-0.009335358702566859,-0.006395196584025278,-0.0018371020934189368,0.01292963379512747,-0.002258515735210697,0.0014614120809739572,-0.01543472922201417,0.0011522843357026637,0.0007141916947867969,0.003638826780905944,0.010298679468463861,0.014964357242944263,-0.011520910335705997,0.0015673995988550761,0.003993026203643958,-0.0026176860411035534,-0.015048210418642034,-0.025029343630192206,-0.015497303947693455,-0.011093367827808372,-0.002349206826453605,0.0026203594799286355,-0.006542584921101844,-0.0018871187422037894,-0.012789110301455806,-0.00701428750006786,0.0017714264542476935,0.0008453855504865507,-0.010240119476975958,0.001880425081674612,0.005973843138346062,0.001720105968057865,0.0021238331642848586,-0.015573621285032443,0.00967619530226255,-0.0028237102751329088,6.347702934507099e-05,-0.0012236611679121517,-0.0005118844402241074,-0.003097920490826592,-0.0007766798816764541,0.01713390401584157,0.005757510680440455,-0.0021311761567318977,0.005475235831997294,0.005290630703423396,-0.007756243372315832,-0.00016201281324328349,-0.0024119695137621543,0.09801228383199123
0.0023931003032520394,0.0017204521619285618,-0.0016455144679588336,-0.011633837376302913,-0.0018631312193546966,0.00124292900167778,-0.009849666557728072,0.0019960832936228253,-0.004070438276471399,0.001214722853112876,-0.0006396787776799143,-0.010073938324450882,-0.016065572610763815,-0.009492155383457568,-0.003291782122835071,0.006439148633098359,-0.008864885300677583,-0.0018192620838187977,-0.004612869382079104,-0.0072764363768286705,0.0033873278192194036,-0.019845821735102725,0.0001365101874291324,-0.004080181992193145,-0.011672807182061108,-0.0014100715776080906,0.002873018951475415,0.0008882602739925577,0.012684175733263416,-0.008298372863194415,-0.01348083873235264,-0.009482107808306044,0.0035224579293193278,-0.009474459828117928,-0.0003676724164159282,-0.0005382976426274421,-0.006943894782113232,-0.0139857570967742,0.001339299738390702,0.004618562898517906,-0.0766828437014201,-0.006684845359475144,0.0008905559422045864,0.002967988566286694,-0.0015816561690218745,-0.0016885204819091573,0.011191513500798028,0.0009494670728984745,0.0018096581724402097,0.0003499934310962784,-0.013440284449138041,-0.02634490537272948,0.0009217149730676657,0.010932811446335015,-5.5619886548062916e-08,0.004429421861706993,-0.0022574185620936535,-0.004909518779175082,-0.016124574554256088,0.00047978448661919126,0.0011224580261969292,0.00398249104497758
-0.019309808446836958,-0.00120267570194306,0.011432240762606675,-0.0045306365399053515,0.0006772206678332688,-0.004975258441883255,-0.005834871144543768,0.0021412284035243158,-0.005480379784236845,0.0008006028355481423,-0.008196364489659104,-0.0025961168672994205,-0.02603911468125561,-0.003972563659085359,-0.0011151622010894431,0.017103643683939414,-0.005734958289333041,0.000496480740087783,-0.008806072811110757,0.0027362651137669745,-0.01237865315793202,0.0031010783834658213,-0.007621161833220221,0.023542896705758435,-0.006526107298849984,0.0004931078663307324,-0.0018872851370867745,-0.0011562163399165017,0.015317499990250743,-0.03144100899508612,-0.015658607252945846,-0.013917998360357044,-0.011981000690660269,0.013808665873705685,-0.006086667062342104,-0.0048659649250535255,-0.006517656165696875,-0.0014276673954122115,0.00036363587554792454,-0.00394669870593753,-0.0602569884518171,-0.00332876847366961,0.0005966643272163442,0.001720180634891763,-0.0008785178646724562,-0.02022722405085719,0.011637908304902165,-0.0015454941284969784,0.00019005151671929436,-0.0061527846491255195,0.000708507321851499,-0.013659178969773453,-0.003341450334363436,0.01754400056492376,0.007278996453577645,-0.0042340217999458606,0.004870881312773779,-0.0036767811604053427,-0.0061744193219219696,-0.0008209657661471261,-0.0014796184539525258,0.051948887453566545
-0.01957155338274153,-0.009125112410805634,0.004866150220863047,-0.0031378033779484115,0.001338212732809151,0.002897644384469167,-0.004081340251469866,-0.003851804139227097,-0.011354693166605787,0.0008931744417935602,-0.016174186422034848,-0.00715773864783545,-0.006557983894399151,-0.008183371853491857,-0.00022835479321824394,0.007561564933392348,-0.002919911743212181,-0.0010235621058428488,-0.008988064326758066,0.0051174780458551235,-0.007954773965388018,0.006469717377821662,-0.019689346457207713,0.009213858575971144,-0.015786051244783394,0.00259604842174457,0.0024084490929340307,-0.0021211580609469586,0.021742729380622196,-0.022189044702050516,-0.018731449010338908,-0.004386552822653108,-0.004202848255803351,-0.005667643682166105,-0.005416405327726033,-0.003258908433676682,-0.013583140566879974,-0.00472678770380447,0.0022810981791364696,0.0,-0.05121162189935005,-0.001748591034040594,-0.0018490382189635137,-0.003675430804571966,9.580055776058756e-05,-0.013310053867302387,0.011471186626114242,-0.007474834252605815,-0.0011706111257452686,-0.0004833864907413466,0.0026866581237789807,0.007505265907309423,-0.002346588042558851,0.016082006990258642,0.006612955285665769,-0.0067388849024227725,0.006066919891679131,0.00655638373299837,-0.006884342802516864,-0.0008209657661471261,-0.0010263558218457122,0.07564896956486483
0.004170643640664671,-0.013307177108717396,-0.007806131917081112,-0.00295337092007475,0.0010921566980567703,-0.0012986939397718273,-0.0018578852311627008,0.010432091734145882,0.00042485575084819766,0.00175680326830937,-0.0414915796760669,-0.0034761082644290766,-0.031327428278687106,-0.016372793064434857,-0.0014496321189614424,0.019654641659803684,0.012917863664322656,0.003723028946842221,-0.04943754160705151,0.008196368247300282,-0.0077307067856199905,0.00244154968007268,-0.028919169129912076,0.015787449822431836,-0.011571407389486237,-0.004650613843536787,0.015265335118159253,-0.0036412009068776128,0.0009254524888816475,-0.03918214289414569,-0.020788076414874332,-0.021771777035012017,-0.009562354863972203,0.008000575349594927,-0.002881257616694826,-0.004759368731504447,-0.015408740053312603,-0.006109384169830428,0.006190741569966417,-0.00394669870593753,-0.07667592907953984,-0.0013007465054977,-0.0006090168280827445,0.002723206512101124,0.0007575578814332204,-0.008734982738809842,0.012903256139726859,0.006469303271432112,-0.00048134553335159617,0.005847492387077101,-0.006488109429890258,0.0011608021420062003,-0.0022169612761819765,0.009889255395989314,0.006781024370627703,0.0001776404577940046,-0.008741723592605256,0.0,-0.010295048228149131,-0.006414999600223829,0.0023266750576139976,0.07309155325084878
0.002239691111724767,-0.0006458252365745614,0.00019833793709936952,-0.008443218776193206,-0.0011382821020209592,0.004023857477354239,-0.00957315561795538,0.005263023134172162,0.004881272441620169,0.0023316672512474785,-0.002650580887112665,-0.0003399792149954597,-0.009391950207469147,-0.0016327769886718192,-0.0014015035970692583,0.01354660516956901,0.0008307840567448566,0.0007412592665938481,0.006068050461406066,-0.002316038139404774,0.0068608551757628556,0.0041663718823751516,-0.006941846024323201,0.0019289095308335181,-0.013134461034920563,-0.0029065941400016736,0.007439400785555277,-0.0013939125334674846,-0.00233947582716676,-0.007477846271750051,-0.009446425652866285,-0.016659899062129425,0.0059522834135500215,0.002017213902370324,-0.0005533420565699183,-0.0005382136631403809,-0.007179379975332571,-0.011221080412893401,0.0015994083640360343,0.0038829356111976807,-0.05993682433946274,-0.004702652002271642,0.00029995451542906234,0.0014629601164411054,-0.007840121099233365,-0.004061242408419005,0.0024514630092658256,-0.00032390475435390505,0.0033605513960668,-0.005310508646111405,-0.01001415169963198,-0.02284697401803718,0.00046529912663178353,0.01629562288456413,0.006273901689777085,0.0031117210817650513,0.0040447546580937455,0.0010569974705738592,-0.0046113971839211645,0.0004797357606415621,0.0019317801418576794,-0.06474503847989477
0.007672739140913888,-0.010547164523150156,0.004034023613100951,-0.005726931120060951,-0.004767511199016999,-0.0002550437512771993,-0.0018578852311627008,0.0038931914696663165,-0.00399273951595591,-0.001374132734323515,-0.009937228878441203,0.0003358451370553193,-0.012943320072021708,-0.007481894786925191,-0.0018859313705654709,0.01177593421294449,-0.00024213396765601733,0.0007412592665938481,-0.02106780340097046,0.007208034069369478,-0.004944099813120827,0.002992107557661278,-0.011100413183140471,0.02067317443674484,-0.008881561534658449,0.0009763851007538641,0.007193772629039393,-0.0011562163399165017,0.020609442280847733,-0.02035399410728343,-0.013933565392360719,-0.005398114365237558,-0.00619918247392862,0.01350623472205871,-0.005638007555151817,-0.007329622000691324,-0.013989438623197261,-0.0032585441764923983,0.006335838350447,-0.0020350297046399656,-0.06293325814848168,-0.0015685944101323356,0.0023169234476603457,0.0032103989207955845,0.0003814632596910565,-0.014556499797385486,0.007898903307705445,-0.003669095825619429,0.00025300659588046195,-0.007504476363063188,0.000749675207489907,-0.010149027052190463,-0.0010209474435244495,0.018347007753975304,0.0032148738700253053,-0.0026174115674501286,0.0016413630250857638,0.004225611526229212,-0.0051365033273381485,-0.003835312747488921,-0.00014413131146125553,-0.3469714703288602
0.006377455092757787,-0.012644208901116703,0.007354269320803736,-0.002049999287773469,-0.010543335095061496,-0.0005126029634433522,0.0013742020002709436,-0.004536653223141296,-0.01022708419068872,-0.0015765554701953036,-0.003712545349671547,0.0028839854141218843,0.008840745064665319,-0.01314368245162351,-0.008522076928008621,-0.001647008949656164,0.002640772034594408,0.005597613609808244,-0.010176328713035986,0.004899305664639746,-0.030875659660809882,-0.02187861523863193,-0.009822017285918538,0.024509813524575232,-0.015025711751255064,-0.005415502338601156,0.007519698950764673,-0.004168913089821146,0.03314506037987368,-0.029778529458720716,-0.012022786458707867,0.0,-0.023796613077639462,0.0032033594852343833,-0.005638007555151817,-0.0037666361389283413,-0.01000882479890155,-0.0004196375109620728,-0.0004615663752841726,-0.012853615070160892,0.0465064924296841,-0.020399570333363464,0.00175464784027747,0.0014629601164411054,-0.013956964338753469,-0.01010547802293202,-0.006013047826146843,0.005168556765934381,0.005265289702020721,-0.002279332606193647,-0.01372304017533477,0.058040397175827395,-0.006373018822999766,0.011691580528723499,0.0006308908953104853,-0.02199265891066434,0.01203068151142306,-0.007973584508620221,0.006203933743979199,0.0009504380184650014,0.0009849371512683672,0.048137644702524456
0.0006582268765049291,-0.005854390320769456,0.0024622450246977656,-0.0023476495848850335,-0.0033735742486443922,0.0005036311929624293,-0.0015321571298860998,0.0011793797369512925,-0.002422781887368871,-0.0009246419372834723,0.0,0.0019558172894102253,-0.012391488355780324,-0.0009680280494473643,-0.0029332121115103744,0.01739157151357154,-0.0009810365218195065,0.000496480740087783,-0.0007582161250242372,-0.0045326582701362165,0.004500962147407898,-0.01960141467304119,0.0013328586592563404,0.0024036312111930186,-0.0042899294651685665,-0.001017272943912763,0.0004884669255792751,-0.0002268909356625402,-0.005387319325522043,-0.007803268792289461,-0.009576361854854127,-0.016325404655081213,-0.0008648306585088536,-0.002813964049244062,-0.0005533420565699183,-0.0011808622639547727,-0.008638846159174379,-0.00472678770380447,-0.0013123421218415787,0.003236220245460928,-0.021697502877481404,-0.002948598232787024,0.0020371741973320605,0.002967985038607148,0.001585549757396401,-0.00249100123753604,0.007615269676912465,-0.0004328755801585319,0.0010583652671574924,-0.006694882406221584,-0.002666520964606437,-0.014599391976678915,0.0011466663276358856,0.0071032604964283855,-0.001529050999432373,0.001976041814456273,-0.0019977728798322558,-0.009631262586085808,-0.0055341297093163145,-0.0008209657661471261,0.0009849371512683672,-0.1331086898761333
0.0006582268765049291,-0.008699094347450614,0.006141666985666499,-0.0032614562176116954,-0.0003452203431079762,0.0009985354056784575,0.0028158587700677705,-0.009162176804804996,-0.013266693153963451,0.0019349789971532592,-0.008196364489659104,-0.004650014029191759,0.0006560945425880134,-0.002429331528327071,-9.113481505699076e-05,0.01370192387503291,-0.0013581438709923555,0.0014614224611182336,-0.012592087084951235,-0.0033286157901981465,-0.006700465295737892,-0.01771787349009081,0.002413649969620944,0.009908360159788783,-0.010288192694649945,-0.0014100773145724645,-0.018084834523395737,-0.0013939125334674846,0.009794596612265442,-0.0156749324633863,-0.009969491049353428,-0.016782643559525967,-0.014643825083945555,-0.005503294875048099,-0.009695306556357483,-0.0036133631730598304,-0.015899372927947044,-0.01575058199689041,0.00507612320087564,0.00036550356311800973,-0.015212530259007657,0.006907467391945398,-0.006958525339404243,0.006378634604459215,-0.0036964472595168523,-0.00832250617767453,0.013777851183053701,-0.004667863340657508,0.001511886886464932,-0.006017022513853445,-0.006165243479571126,-0.009842191044579809,-0.0007766080777820499,0.012430941094285415,0.005930604409283111,-0.0036165350530387853,0.006646841258079974,0.000993044929985402,-0.0021699216555713195,-0.0020180737232519744,0.0023266750576139976,0.07645954473666391
-0.017949442931863634,-0.012863396884217245,0.008509871393373373,-0.006000246196177314,-0.001771483333892083,-0.004378594114666941,-0.005644791510458036,-0.0022845192897446524,-0.00267186964809103,-0.003580465025306879,-0.005193304008983514,-0.0034761082644290766,-0.012101670301227153,-0.009791430575521887,-0.00013680575242543388,0.014688796219716594,0.004543897666882382,0.0009836731487822712,-0.01914865825970508,-0.003035634442428785,-0.01611908259053259,0.005789026083456405,-0.02020077054327974,0.01662200849903938,-0.008250176287748968,-0.0011475112990708535,0.0036319176748214567,-0.0004561211973693408,0.01070529025184896,-0.023574604708889283,-0.02021220766965088,-0.01786847605742195,-0.0048102814539903605,0.010746761367931216,-0.005861640255709554,-0.002958778905647275,-0.01450624791396172,-0.0034174308015378877,-0.0017969123768654797,0.000963978139177404,-0.041707379242457356,-0.0028543126982053697,0.00420300678361131,0.0006754514832269277,-0.0008785178646724562,-0.013054358322362552,0.015374610484072956,-0.003303592262501414,0.0012408085932242,0.0023114477899846574,0.0008723897943272901,-0.007858396482718055,-0.001579904999094954,0.02486139403898984,0.006947983838512206,-0.0023246416455337316,0.004870881312773779,-0.0003284543862922676,-0.003225893679220706,-0.003092272512169219,0.0008465259367526182,-0.1571941738819072
-0.0033556567172672775,-0.003790944384666727,0.0013559162197125598,-0.00440091410112313,0.00141966810373991,-0.0023813576051592033,-0.0009320565465126325,0.006031546527984068,-0.0013894867234604414,-4.773141071358828e-05,-0.001795222593343089,0.002578057027688285,-0.007923609875903487,-0.012639683095947991,-0.004397744615609532,0.016261081002978427,-0.0050040751312339345,-0.0005065451371214961,-0.035924437360531254,0.0037821249904111892,0.005835641534975757,-0.004618105403585599,-0.009474983868851183,0.013433122639731263,-0.00035866703980869417,-0.0007590614784436399,-0.00028271221447493213,-0.0021211580609469586,0.0023696598919329664,0.0020270927687632626,-0.009446425652866285,-0.006248892442690017,0.00023699222159907193,1.0419513023734119e-05,0.0014250077356190273,-0.001791816232648828,-0.013532937269079892,-0.0014276673954122115,-0.00018364224039520664,0.004410484570174837,-0.0713145829662925,-0.003909139286454067,0.004462655478439935,0.0036881482331315467,0.004584734066258429,-0.00747205390911307,0.008186115126975415,-0.0007619870374464849,0.003747552551191791,0.0019560524068075224,-0.0010781037150459848,2.7024681519407688e-05,0.000921715999722798,0.01692651377987459,0.006443984482836745,-0.00035891485523342016,-0.0038665275215480537,0.008230858972832829,-0.009479775852714149,-0.0008209657661471261,0.0005675922166831866,-0.1450808119673824
